AI.PA,AIR.PA,BNP.PA,DG.PA,EN.PA,KER.PA,MC.PA,OR.PA,SAN.PA,VIE.PA
61.98610305786133,45.753318786621094,27.998023986816406,38.21583938598633,21.254545211791992,130.47743225097656,135.21511840820312,132.60635375976562,59.75031661987305,10.85135555267334
62.17393493652344,46.16693878173828,27.921804428100586,38.244850158691406,21.5225887298584,130.98793029785156,135.38331604003906,133.02845764160156,59.4442253112793,10.897336959838867
62.20076370239258,46.5013542175293,28.177671432495117,38.31739807128906,21.45557403564453,130.623291015625,135.593505859375,133.99911499023438,60.5733757019043,10.933464050292969
62.54961395263672,45.63011169433594,28.29743003845215,38.564048767089844,21.60177993774414,131.4984893798828,135.5514373779297,134.46339416503906,60.36931228637695,11.212630271911621
62.65693664550781,45.234092712402344,27.763931274414062,38.36818313598633,21.687063217163086,130.5867919921875,135.88783264160156,134.58998107910156,60.60740661621094,11.061553955078125
63.08628463745117,45.43650436401367,28.096010208129883,38.78893280029297,21.76930809020996,132.48306274414062,136.18212890625,136.06716918945312,59.54625701904297,11.153512954711914
63.381446838378906,48.69265365600586,28.357316970825195,38.462493896484375,21.583505630493164,132.7383270263672,137.8218536376953,136.95343017578125,59.655094146728516,11.429397583007812
63.19362258911133,49.36148452758789,28.602294921875,38.484249114990234,21.808902740478516,132.41014099121094,138.53662109375,136.8268280029297,58.770809173583984,11.452384948730469
62.6301155090332,48.75425720214844,27.714937210083008,37.75156784057617,21.821086883544922,131.64431762695312,136.560546875,135.98272705078125,58.60755920410156,11.11410140991211
63.247283935546875,49.73990249633789,28.2647647857666,38.25936508178711,21.958154678344727,132.66539001464844,138.83094787597656,137.8397216796875,59.48503494262695,11.16664981842041
63.783966064453125,52.107208251953125,28.384540557861328,38.91951370239258,22.204875946044922,132.7383270263672,141.0172576904297,139.0636749267578,59.75031661987305,11.219199180603027
63.64979934692383,52.29201889038086,28.351877212524414,39.282230377197266,22.159183502197266,133.57705688476562,142.02633666992188,139.78115844726562,59.621070861816406,11.179787635803223
63.73029708862305,51.81679916381836,28.28654670715332,39.282230377197266,21.379426956176758,133.5405731201172,141.1013641357422,139.5279083251953,59.587066650390625,11.169934272766113
63.08628463745117,51.81679916381836,27.78570556640625,39.07185363769531,21.78453254699707,134.41580200195312,139.7979736328125,139.1058807373047,58.7572021484375,11.153512954711914
64.99148559570312,54.0609016418457,28.313764572143555,39.67396926879883,22.771419525146484,138.68238830566406,144.21263122558594,143.2418975830078,60.7230339050293,11.222484588623047
64.77682495117188,54.632930755615234,28.090564727783203,39.38379669189453,22.217060089111328,139.3388214111328,143.45587158203125,142.69325256347656,60.87948226928711,11.36370849609375
64.74999237060547,55.93539047241211,28.134119033813477,39.3692741394043,22.670902252197266,138.46360778808594,144.00244140625,144.9722900390625,61.10395431518555,11.36370849609375
65.68915557861328,56.19940185546875,28.5478515625,39.833560943603516,22.725730895996094,142.11024475097656,146.90345764160156,146.2806396484375,62.62764358520508,11.426109313964844
65.63549041748047,53.66488265991211,28.460752487182617,39.76826477050781,22.44550323486328,143.09483337402344,145.22171020507812,145.6053466796875,62.743289947509766,11.37684440612793
65.6623306274414,53.849693298339844,28.444419860839844,39.557899475097656,22.628259658813477,143.67832946777344,143.58197021484375,144.29701232910156,63.301048278808594,11.42282485961914
65.20616149902344,53.75288772583008,28.8309383392334,39.463592529296875,22.396766662597656,141.67266845703125,141.52178955078125,143.70616149902344,63.24663162231445,11.455671310424805
65.36715698242188,54.034507751464844,29.386211395263672,40.23979949951172,22.4790096282959,140.9798126220703,142.32061767578125,145.2677459716797,63.688785552978516,11.501649856567383
64.83047485351562,52.80244827270508,29.691078186035156,39.862579345703125,22.573434829711914,138.39065551757812,138.326416015625,144.4658203125,63.6003532409668,11.541061401367188
65.36715698242188,53.075260162353516,30.37700653076172,40.10922622680664,22.750099182128906,137.15078735351562,139.96615600585938,144.67684936523438,63.9676628112793,11.547630310058594
64.61580657958984,51.82559585571289,29.859840393066406,39.44183349609375,22.50642204284668,134.9263153076172,137.56959533691406,142.60882568359375,62.67525863647461,11.6231689453125
64.26698303222656,52.92565155029297,30.006816864013672,39.23870086669922,22.46986961364746,134.9263153076172,136.51849365234375,142.65103149414062,62.15828323364258,11.518073081970215
64.48165130615234,53.16325759887695,30.589313507080078,39.3475341796875,22.308433532714844,134.3428955078125,136.4344024658203,145.3099365234375,62.36915969848633,11.869494438171387
65.1524887084961,53.849693298339844,31.171815872192383,39.27497863769531,22.274927139282227,134.81690979003906,138.326416015625,145.6475830078125,63.05618667602539,11.807089805603027
64.29381561279297,53.189659118652344,30.796188354492188,38.61482620239258,22.25970458984375,132.5924835205078,138.0321044921875,144.63462829589844,62.532413482666016,11.570621490478516
64.50847625732422,53.6032829284668,31.046607971191406,39.26771545410156,22.256656646728516,131.82667541503906,137.3173370361328,144.5924530029297,63.212623596191406,11.583758354187012
64.29381561279297,53.47127151489258,31.160926818847656,39.362022399902344,22.585617065429688,127.77890014648438,137.52752685546875,145.774169921875,63.756805419921875,11.573905944824219
65.09881591796875,53.15446090698242,31.128263473510742,39.579654693603516,22.87497901916504,128.7999267578125,139.20932006835938,147.84219360351562,65.15125274658203,11.797239303588867
64.61580657958984,52.837642669677734,31.39501953125,39.54337692260742,22.750099182128906,128.58111572265625,140.8490753173828,146.91368103027344,65.02881622314453,11.876063346862793
65.71599578857422,53.92009735107422,31.53655433654785,40.09471893310547,22.862796783447266,130.76913452148438,143.62403869628906,148.51747131347656,66.08995056152344,12.211061477661133
65.7965087890625,54.48331832885742,31.16637420654297,39.9278678894043,23.005956649780273,128.72703552246094,144.9694061279297,151.04971313476562,67.17150115966797,12.365424156188965
65.60867309570312,55.257755279541016,31.367795944213867,41.0305290222168,23.07296371459961,128.21649169921875,145.09559631347656,150.79649353027344,67.32795715332031,12.368709564208984
65.42083740234375,53.79689407348633,30.921398162841797,40.95072937011719,22.990726470947266,127.23190307617188,141.47975158691406,149.91018676757812,66.60691833496094,12.276748657226562
65.76966857910156,55.2049560546875,31.106491088867188,41.110321044921875,23.194805145263672,127.45068359375,143.96034240722656,150.33226013183594,66.83818817138672,12.480374336242676
65.20616149902344,56.29620361328125,30.6655330657959,41.13208770751953,22.990726470947266,128.32589721679688,142.1524658203125,150.88092041015625,65.9947280883789,12.477090835571289
64.3206558227539,54.72093200683594,30.001379013061523,40.47918701171875,22.539928436279297,127.88829803466797,139.12525939941406,148.81289672851562,65.06282043457031,12.47380542755127
64.93782043457031,55.539371490478516,30.523996353149414,40.82014465332031,22.841474533081055,128.9822998046875,138.74688720703125,149.57257080078125,65.40974426269531,12.532923698425293
66.11849975585938,56.797828674316406,30.262683868408203,41.41500473022461,23.08210563659668,129.82102966308594,139.64031982421875,150.37445068359375,65.23967742919922,12.595325469970703
65.90383911132812,57.906681060791016,31.580106735229492,41.182865142822266,23.270954132080078,124.78862762451172,136.874755859375,149.48817443847656,65.63420104980469,12.52635383605957
64.99148559570312,57.765872955322266,31.580106735229492,40.82014465332031,23.356239318847656,123.25701141357422,135.55580139160156,147.715576171875,64.85874938964844,12.490226745605469
64.02546691894531,57.32585525512695,32.11361312866211,41.12482452392578,23.57554817199707,122.45475769042969,137.0449676513672,148.3486328125,65.20567321777344,12.851502418518066
65.12564849853516,57.86267852783203,32.211605072021484,41.71793746948242,23.785715103149414,124.46038818359375,138.4064483642578,151.30294799804688,66.2055892944336,12.890913963317871
64.02546691894531,55.35456466674805,31.90674591064453,41.680877685546875,23.67455291748047,125.8607406616211,135.1728515625,146.8715057373047,64.0425033569336,12.838361740112305
62.25444030761719,53.31287384033203,31.22081184387207,40.605857849121094,23.547508239746094,125.60143280029297,132.53492736816406,142.81985473632812,62.28071975708008,12.414688110351562
62.683773040771484,54.562530517578125,30.725414276123047,40.64292526245117,23.458580017089844,122.30389404296875,133.25827026367188,143.87496948242188,62.035850524902344,12.427824974060059
63.64979934692383,54.21051025390625,30.894174575805664,40.47981643676758,23.306127548217773,124.82333374023438,135.72596740722656,146.3228302001953,62.77729797363281,12.84164810180664
62.28127670288086,52.71444320678711,29.96327018737793,39.85704803466797,23.080625534057617,122.6744384765625,131.59890747070312,142.93592834472656,61.246795654296875,12.38520622253418
62.65693664550781,53.048851013183594,30.502216339111328,39.51601791381836,23.375999450683594,119.56217193603516,131.25852966308594,143.8362579345703,61.51887893676758,12.293237686157227
62.415435791015625,53.119258880615234,30.676424026489258,39.108245849609375,23.061569213867188,119.67333984375,132.66258239746094,144.56509399414062,61.144771575927734,12.405646324157715
64.72314453125,55.79458236694336,31.25347328186035,39.79032897949219,23.37282371520996,121.48883819580078,136.8322296142578,148.72366333007812,62.36915969848633,12.627053260803223
63.783966064453125,54.64173126220703,30.95406150817871,39.367740631103516,23.41093635559082,121.5999755859375,134.74737548828125,145.89410400390625,62.443294525146484,12.712211608886719
62.871612548828125,53.427276611328125,30.5457706451416,39.04894256591797,23.48081398010254,122.2298355102539,132.66258239746094,144.26495361328125,62.274776458740234,12.592991828918457
62.603271484375,52.97845458984375,30.480445861816406,39.041526794433594,24.084270477294922,122.2298355102539,131.38613891601562,142.5500946044922,61.92368698120117,12.759897232055664
63.515621185302734,53.56808090209961,30.9758358001709,39.82740020751953,23.92546272277832,124.00824737548828,135.1728515625,145.89410400390625,62.67499923706055,12.960867881774902
62.952110290527344,53.55928039550781,30.888736724853516,39.738433837890625,23.919111251831055,123.48954010009766,135.08779907226562,144.39356994628906,61.84645080566406,12.923399925231934
63.63787078857422,54.12250518798828,30.83974266052246,39.590152740478516,23.985809326171875,124.78630828857422,136.2790985107422,145.59397888183594,62.6539421081543,12.885930061340332
65.03680419921875,55.27536392211914,31.25347328186035,40.80603790283203,24.265302658081055,126.19422149658203,141.21458435058594,149.88125610351562,64.14252471923828,13.09371280670166
64.9819564819336,55.741783142089844,31.7789363861084,40.99138259887695,24.08744239807129,125.37910461425781,141.25714111328125,150.05271911621094,64.29698944091797,13.175461769104004
65.11909484863281,56.26980209350586,31.566516876220703,41.1174201965332,24.141437530517578,123.30428314208984,140.9167938232422,149.96694946289062,64.8657455444336,13.137994766235352
65.03680419921875,56.08499526977539,31.868377685546875,41.12482833862305,23.63961410522461,120.78485870361328,141.59750366210938,149.88125610351562,64.80958557128906,13.107337951660156
64.92707061767578,55.75938034057617,31.432361602783203,40.8875846862793,23.26483917236328,121.4517593383789,141.1720428466797,149.3667449951172,64.12848663330078,13.02558708190918
64.26874542236328,55.8737907409668,31.063417434692383,40.79862594604492,23.261659622192383,120.34022521972656,140.40621948242188,148.85227966308594,63.64398956298828,12.913179397583008
65.9145736694336,57.431461334228516,31.566516876220703,41.762428283691406,23.566566467285156,120.34022521972656,142.8313751220703,152.32493591308594,65.6732406616211,13.192496299743652
65.8597183227539,56.88582992553711,31.387636184692383,41.065513610839844,23.401412963867188,120.34022521972656,141.72515869140625,151.33889770507812,64.78851318359375,13.059649467468262
64.35103607177734,54.562530517578125,30.70566177368164,40.094303131103516,22.77254295349121,118.52478790283203,137.98098754882812,147.43748474121094,62.59775924682617,12.885930061340332
64.433349609375,55.47788619995117,30.66094207763672,40.620689392089844,22.566099166870117,118.37657165527344,138.87448120117188,148.85227966308594,63.23672103881836,12.977897644042969
63.6652946472168,55.19968795776367,31.041057586669922,40.59843826293945,22.45176124572754,118.1542739868164,140.49127197265625,145.46536254882812,62.941829681396484,12.913179397583008
64.29619598388672,55.12788772583008,31.73421859741211,40.249996185302734,22.35965347290039,119.71040344238281,140.8741912841797,146.23709106445312,63.98101806640625,13.10052490234375
63.61043167114258,54.53560256958008,31.493844985961914,39.86447525024414,22.280250549316406,118.56183624267578,139.0872344970703,145.7655029296875,64.00208282470703,12.885930061340332
62.5406608581543,53.53947830200195,30.912490844726562,39.51601791381836,22.159557342529297,116.26468658447266,136.40675354003906,142.89303588867188,62.59074401855469,12.650897026062012
61.909767150878906,53.0817985534668,30.537965774536133,39.019290924072266,21.746667861938477,115.41251373291016,136.3641815185547,142.2071075439453,61.85346984863281,12.463550567626953
62.101783752441406,52.902320861816406,30.40380096435547,38.73755645751953,21.74031639099121,114.04165649414062,132.02438354492188,141.2210235595703,61.68494415283203,12.392019271850586
63.445858001708984,54.32022476196289,31.057832717895508,39.15274429321289,22.08016014099121,118.8211669921875,137.47042846679688,143.8791046142578,62.660953521728516,12.575957298278809
64.29619598388672,55.14583969116211,31.31496810913086,39.308433532714844,22.032516479492188,117.85785675048828,140.8316650390625,144.6936798095703,63.510562896728516,12.807586669921875
63.03440856933594,54.23945236206055,30.912490844726562,38.774627685546875,21.787954330444336,118.48772430419922,138.1511688232422,142.03558349609375,62.63287353515625,12.60661506652832
61.854915618896484,53.207435607910156,30.163434982299805,37.89979553222656,21.53069305419922,117.042724609375,136.02383422851562,139.93487548828125,61.158329010009766,12.235331535339355
62.156639099121094,53.279232025146484,30.001323699951172,38.292720794677734,21.711729049682617,115.1531753540039,136.40675354003906,141.43536376953125,61.495365142822266,12.378393173217773
61.99207305908203,52.013877868652344,29.705055236816406,37.80341339111328,21.352834701538086,113.78227996826172,135.470703125,139.2060546875,60.41404724121094,12.187642097473145
62.40351486206055,51.77157974243164,29.67152214050293,38.25566101074219,21.22579002380371,114.1898422241211,136.0663604736328,140.40646362304688,60.645751953125,12.334114074707031
62.12921142578125,52.893341064453125,29.96778678894043,38.70049285888672,21.35601043701172,114.63445281982422,136.10890197753906,138.73446655273438,60.68086242675781,12.361363410949707
65.09165954589844,54.41893768310547,31.482669830322266,40.28705978393555,24.18272590637207,118.33952331542969,142.95899963378906,144.22206115722656,63.75633239746094,12.909774780273438
65.64027404785156,55.63044357299805,32.064022064208984,40.62810134887695,24.150964736938477,119.33988189697266,144.958740234375,145.5082550048828,64.64807891845703,13.076679229736328
65.42082214355469,55.36121368408203,31.784526824951172,40.64292526245117,21.915000915527344,120.19202423095703,145.38421630859375,144.90805053710938,65.02021026611328,13.076679229736328
65.58541107177734,55.48685836791992,31.879552841186523,40.73931121826172,22.331066131591797,120.04383087158203,145.42677307128906,143.57899475097656,64.84467315673828,13.10052490234375
65.80484008789062,55.19968795776367,32.21495056152344,40.813446044921875,22.10556983947754,121.00714111328125,145.68202209472656,144.60789489746094,65.27299499511719,13.069869041442871
63.47328186035156,53.21641159057617,30.638578414916992,39.167564392089844,21.68314552307129,120.41434478759766,139.21487426757812,138.86306762695312,62.864585876464844,12.705398559570312
62.23893737792969,52.22925567626953,30.269641876220703,38.46324157714844,21.30201530456543,118.67296600341797,133.7262725830078,137.19102478027344,61.95879364013672,12.46014404296875
63.50072479248047,54.176639556884766,30.951618194580078,39.51601791381836,21.4512939453125,122.26685333251953,137.5554962158203,137.91986083984375,62.98394775390625,12.569145202636719
62.70524215698242,53.413841247558594,30.58268165588379,39.367740631103516,21.079689025878906,120.52546691894531,135.21542358398438,136.6337127685547,62.54861831665039,12.695178031921387
62.59553146362305,53.13563919067383,30.336727142333984,39.51601791381836,20.91771125793457,119.59922790527344,134.1517333984375,135.77626037597656,61.91667556762695,12.644084930419922
61.47087860107422,52.39079284667969,29.05103302001953,38.6263542175293,20.30790138244629,119.00642395019531,130.40757751464844,133.67552185058594,61.20046615600586,12.317084312438965
59.87993240356445,50.81135177612305,28.229307174682617,38.14445114135742,19.75526237487793,114.59741973876953,125.89754486083984,132.0035400390625,60.407020568847656,12.133143424987793
60.2091064453125,51.29595184326172,28.46967887878418,38.28532409667969,19.68221092224121,115.26432800292969,127.08885955810547,133.41830444335938,61.1021614074707,12.20126724243164
62.07434844970703,52.588218688964844,29.280223846435547,39.18239212036133,19.745729446411133,117.78373718261719,130.5352020263672,136.97669982910156,62.75926971435547,12.47717571258545
63.967037200927734,54.20355987548828,30.459699630737305,40.294471740722656,20.056989669799805,120.78485870361328,135.08779907226562,141.1781463623047,64.92894744873047,12.991523742675781
65.17395782470703,55.890689849853516,31.175214767456055,41.01362609863281,20.158626556396484,122.1557388305664,137.8533477783203,142.85020446777344,66.71945190429688,13.175461769104004
65.20138549804688,56.42913818359375,31.505022048950195,41.32501220703125,20.222143173217773,122.56327056884766,138.44898986816406,144.8223114013672,67.8429183959961,13.24699592590332
65.64027404785156,57.156044006347656,31.465900421142578,41.58449172973633,20.511167526245117,121.4146957397461,137.4278564453125,145.42251586914062,68.39060974121094,13.420713424682617
66.13400268554688,58.43933868408203,32.170230865478516,42.014495849609375,21.038400650024414,123.82299041748047,138.1085968017578,146.66580200195312,69.3666000366211,13.553559303283691
66.24373626708984,58.017555236816406,32.03607177734375,41.95518493652344,21.20355796813965,123.82299041748047,142.0655517578125,146.0655975341797,69.55619812011719,13.526308059692383
66.3808822631836,58.09832000732422,32.11433029174805,41.903282165527344,21.31789779663086,125.8607406616211,143.9376220703125,147.8662109375,69.15596008300781,13.539934158325195
65.94200134277344,57.50603485107422,31.89073371887207,41.88846206665039,21.289310455322266,125.63848114013672,143.2568359375,145.89410400390625,68.39060974121094,13.396871566772461
65.25624084472656,56.859893798828125,31.7789363861084,42.125701904296875,21.749847412109375,124.78630828857422,142.53355407714844,144.8223114013672,68.42571258544922,13.529717445373535
64.9819564819336,56.57272720336914,31.91309356689453,41.762428283691406,21.721261978149414,125.15682220458984,142.2782440185547,144.950927734375,68.98743438720703,13.965716361999512
64.48820495605469,56.590667724609375,31.98017120361328,41.48810958862305,21.65774154663086,124.00824737548828,141.2996826171875,145.25103759765625,68.9312744140625,13.918031692504883
63.00698471069336,54.11381912231445,31.141679763793945,40.746726989746094,21.086044311523438,121.08124542236328,136.95982360839844,142.46432495117188,67.47779083251953,13.682995796203613
63.7750244140625,54.94841003417969,31.728620529174805,41.184146881103516,21.362363815307617,127.8244857788086,141.08694458007812,143.8362579345703,68.02548217773438,13.781780242919922
63.36356735229492,55.74710464477539,31.432361602783203,41.673458099365234,21.30201530456543,128.23199462890625,143.80999755859375,145.67971801757812,68.81190490722656,13.761341094970703
64.21389770507812,56.00735092163086,32.231719970703125,41.57708740234375,21.416357040405273,129.677001953125,143.46958923339844,146.0655975341797,68.65039825439453,13.795403480529785
65.03680419921875,57.97268295288086,33.1540641784668,43.297096252441406,21.22579002380371,130.12161254882812,145.25656127929688,146.0655975341797,68.79083251953125,13.846498489379883
65.69512176513672,58.986759185791016,33.28822326660156,44.075565338134766,21.400474548339844,130.26979064941406,145.6394805908203,149.70973205566406,69.26127624511719,13.64893627166748
65.99686431884766,58.23292922973633,33.405609130859375,43.96434783935547,21.289310455322266,130.41796875,145.59698486328125,150.43853759765625,68.9312744140625,14.088345527648926
66.90206146240234,59.88417053222656,33.791316986083984,43.97175979614258,21.654560089111328,132.23345947265625,149.42625427246094,152.62503051757812,70.67262268066406,14.340405464172363
66.71005249023438,60.28800582885742,33.91988754272461,44.075565338134766,21.75937271118164,134.45651245117188,149.2135009765625,152.75364685058594,70.4268798828125,14.388094902038574
66.13400268554688,59.67776107788086,33.679527282714844,43.89021682739258,21.822893142700195,133.49319458007812,147.59666442871094,151.72471618652344,68.98042297363281,14.1326265335083
66.84719848632812,59.34571838378906,33.791316986083984,44.727989196777344,21.943584442138672,133.27088928222656,148.32000732421875,152.66793823242188,70.04067993164062,14.323376655578613
64.95449829101562,57.68550491333008,33.338531494140625,44.29798126220703,21.88006019592285,128.0838165283203,140.27854919433594,148.89515686035156,69.10680389404297,14.224595069885254
62.924686431884766,54.69713592529297,32.38264465332031,42.963470458984375,21.50846290588379,124.86041259765625,132.6200408935547,141.13528442382812,66.277099609375,13.75452995300293
63.555572509765625,56.04325485229492,32.80748748779297,43.44537353515625,21.80701446533203,126.63883209228516,136.49180603027344,143.96484375,67.23202514648438,13.986156463623047
63.390995025634766,55.99838638305664,32.50563049316406,43.17106628417969,21.69902801513672,125.9719467163086,135.8110809326172,142.5500946044922,66.04537200927734,13.921436309814453
63.30869674682617,56.545799255371094,33.047855377197266,43.222957611083984,21.87371253967285,125.63848114013672,136.40675354003906,142.85020446777344,66.6983871459961,14.013405799865723
63.11669158935547,56.50093078613281,33.170833587646484,43.230377197265625,21.765724182128906,125.37910461425781,135.21542358398438,141.906982421875,66.90904235839844,14.255250930786133
61.662906646728516,55.51377487182617,32.94723129272461,42.852264404296875,21.46399688720703,123.97119140625,131.13087463378906,139.03453063964844,65.5749282836914,14.07131290435791
60.428550720214844,53.9343376159668,32.32115936279297,42.259159088134766,21.02569580078125,120.63663482666016,125.982666015625,136.0763702392578,64.5427474975586,13.516091346740723
58.70044708251953,51.50235366821289,31.069007873535156,41.65121841430664,20.450824737548828,118.08011627197266,123.98291015625,132.21788024902344,61.972835540771484,13.083492279052734
55.820281982421875,49.088321685791016,29.542945861816406,39.219459533691406,19.520233154296875,108.3729248046875,118.53684997558594,125.48694610595703,58.728858947753906,12.371580123901367
58.39871597290039,50.4344367980957,31.01869773864746,40.249996185302734,20.022052764892578,113.55998992919922,125.55720520019531,131.01744079589844,60.84235382080078,13.076679229736328
56.69804763793945,50.183162689208984,30.783916473388672,40.746726989746094,20.031579971313477,112.07798767089844,124.11058044433594,127.2875747680664,59.68378829956055,12.848462104797363
58.590728759765625,51.96900939941406,31.611230850219727,42.348121643066406,21.02569580078125,115.70893859863281,128.62059020996094,131.01744079589844,62.183494567871094,13.355995178222656
59.05704116821289,52.30105209350586,31.667133331298828,42.511226654052734,21.517988204956055,115.63481903076172,128.45037841796875,131.01744079589844,62.099239349365234,13.40368366241455
58.6181640625,52.13054275512695,31.454713821411133,42.56312942504883,21.55927848815918,113.18946838378906,126.49323272705078,130.93170166015625,61.909645080566406,13.318527221679688
57.767826080322266,50.71263122558594,30.52678871154785,41.74018859863281,21.257551193237305,106.89086151123047,122.70649719238281,128.40225219726562,60.385955810546875,12.967680931091309
58.1518440246582,50.03957748413086,30.67771339416504,41.83656311035156,21.178150177001953,109.63262939453125,125.21678161621094,129.17393493652344,61.25664138793945,12.974493026733398
59.33134460449219,51.5472297668457,31.37086296081543,42.40743637084961,21.70537567138672,111.89270782470703,127.76964569091797,129.38827514648438,62.85054016113281,13.33896541595459
57.49352264404297,49.644710540771484,30.459699630737305,42.21466827392578,21.37506675720215,105.00130462646484,124.19566345214844,124.97247314453125,61.20747756958008,13.09711742401123
58.1518440246582,49.65369415283203,30.465293884277344,42.19984817504883,21.81336784362793,105.52001953125,124.74880981445312,126.21575927734375,61.94475555419922,13.18227481842041
