1080.SR,1120.SR,1150.SR,1180.SR,1211.SR,2010.SR,2222.SR,2380.SR,7010.SR,8230.SR
11.846796989440918,30.75592613220215,10.656187057495117,21.12772560119629,10.133333206176758,52.54266357421875,20.725200653076172,8.405345916748047,25.105743408203125,23.239999771118164
11.024435043334961,30.30856704711914,10.443489074707031,20.365541458129883,9.666666030883789,51.83686828613281,20.236724853515625,7.704901218414307,25.296173095703125,21.84000015258789
10.273581504821777,29.97304344177246,10.113805770874023,20.426515579223633,9.983332633972168,52.150550842285156,20.027379989624023,7.34066915512085,25.677051544189453,22.040000915527344
9.546564102172852,28.519128799438477,9.847932815551758,18.597280502319336,9.333333015441895,48.6215705871582,19.39933967590332,6.948419094085693,25.35965347290039,20.040000915527344
9.534646034240723,28.966489791870117,10.007454872131348,19.664335250854492,9.683333396911621,50.268428802490234,20.30650520324707,6.990446090698242,25.80400848388672,19.020000457763672
9.73725700378418,29.07832908630371,10.049996376037598,19.816768646240234,9.933333396911621,50.268428802490234,20.236724853515625,7.046482086181641,26.121395111083984,19.399999618530273
10.34508991241455,29.469770431518555,10.113805770874023,20.396026611328125,10.383333206176758,52.22896957397461,20.533220291137695,7.256615161895752,26.502273559570312,19.440000534057617
10.130562782287598,29.357929229736328,10.049996376037598,19.755794525146484,9.866665840148926,52.150550842285156,20.21839714050293,7.046482086181641,26.15313720703125,18.719999313354492
9.534646034240723,29.02240753173828,9.943645477294922,19.328969955444336,9.733332633972168,51.05264663696289,20.008516311645508,6.948419094085693,25.708786010742188,17.600000381469727
9.86835765838623,29.74936866760254,10.241423606872559,20.12164306640625,10.199999809265137,52.385826110839844,20.638153076171875,7.1445441246032715,26.248353958129883,18.84000015258789
10.190153121948242,29.693449020385742,10.262693405151367,20.274078369140625,10.066665649414062,52.69950485229492,20.708114624023438,7.256615161895752,26.248353958129883,18.399999618530273
10.41659927368164,30.19672203063965,10.634916305541992,20.82284927368164,10.166666030883789,54.11109924316406,20.91799545288086,7.368687152862549,26.280088424682617,18.559999465942383
10.488110542297363,30.75592613220215,10.603011131286621,20.97528839111328,10.183333396911621,53.718997955322266,20.91799545288086,7.32666015625,26.375308990478516,18.639999389648438
10.726476669311523,30.870901107788086,10.61364459991455,20.6704158782959,10.016666412353516,54.03268051147461,20.95297622680664,7.298642158508301,26.375308990478516,18.799999237060547
11.21683120727539,30.928386688232422,11.060314178466797,21.15821647644043,10.333333015441895,54.895328521728516,21.0928955078125,7.494767189025879,27.771841049194336,19.299999237060547
11.21683120727539,30.985877990722656,11.028409004211426,21.884538650512695,10.433333396911621,55.28742980957031,21.40771484375,7.77494478225708,28.565317153930664,19.360000610351562
11.976876258850098,31.3308048248291,11.358089447021484,22.1055965423584,11.0,59.60063171386719,22.142288208007812,8.545434951782227,28.470104217529297,20.440000534057617
11.768477439880371,30.870901107788086,11.964282035827637,21.852962493896484,11.199999809265137,61.01223373413086,22.037351608276367,9.315924644470215,28.533573150634766,20.479999542236328
12.07494831085205,31.273317337036133,12.134440422058105,22.263492584228516,11.699999809265137,61.56119155883789,22.352170944213867,10.24051284790039,28.4066219329834,22.520000457763672
12.577560424804688,31.618240356445312,11.709043502807617,23.11613655090332,12.399999618530273,62.580665588378906,22.38715171813965,10.646772384643555,29.200096130371094,23.719999313354492
12.749183654785156,31.790700912475586,11.687773704528809,23.179296493530273,12.166666030883789,62.11012268066406,22.38715171813965,10.338576316833496,29.200096130371094,22.920000076293945
12.479488372802734,31.790700912475586,11.769305229187012,23.179296493530273,12.133333206176758,62.42382049560547,22.42213249206543,10.422629356384277,29.422277450561523,21.8799991607666
11.645888328552246,31.273317337036133,11.584965705871582,22.895082473754883,11.616665840148926,60.30643844604492,22.142288208007812,9.862273216247559,29.422277450561523,21.920000076293945
11.462005615234375,30.755924224853516,11.202109336853027,22.7371826171875,11.949999809265137,60.463279724121094,21.757509231567383,9.778219223022461,28.88271141052246,21.719999313354492
11.694925308227539,31.158336639404297,10.890151977539062,22.76876449584961,12.166666030883789,61.639610290527344,21.757509231567383,9.610112190246582,29.676189422607422,21.719999313354492
11.633630752563477,30.870901107788086,10.890151977539062,22.7371826171875,12.166666030883789,61.169071197509766,21.47767448425293,9.133809089660645,29.517498016357422,21.920000076293945
11.265865325927734,30.468482971191406,10.762534141540527,22.07401466369629,11.733332633972168,59.83590316772461,20.987957000732422,9.287907600402832,28.565317153930664,21.920000076293945
11.327159881591797,30.640953063964844,10.705815315246582,22.16875648498535,11.766666412353516,59.757476806640625,21.0928955078125,9.94632625579834,28.977937698364258,22.0
11.057464599609375,30.008583068847656,10.464756965637207,22.1055965423584,11.383333206176758,57.79692077636719,20.987957000732422,9.680156707763672,28.755752563476562,21.920000076293945
10.87358283996582,29.83612060546875,10.138618469238281,21.979276657104492,11.100000381469727,55.5226936340332,20.568193435668945,9.147817611694336,28.72365951538086,21.239999771118164
10.87358283996582,30.123558044433594,10.152799606323242,21.726642608642578,11.233332633972168,56.817684173583984,20.778074264526367,9.427996635437012,28.72365951538086,21.440000534057617
11.118759155273438,30.238534927368164,10.280417442321777,21.726642608642578,11.633333206176758,56.89863204956055,20.987957000732422,9.540067672729492,28.787851333618164,21.959999084472656
11.609111785888672,31.158336639404297,10.81925106048584,22.421388626098633,12.183333396911621,58.59829330444336,21.61759376525879,9.80623722076416,29.04459571838379,22.399999618530273
11.425230026245117,31.273317337036133,10.875972747802734,22.452966690063477,12.233332633972168,57.78893280029297,21.547632217407227,9.680156707763672,28.884126663208008,22.31999969482422
11.707182884216309,31.618240356445312,10.918512344360352,22.452966690063477,12.483332633972168,57.7079963684082,21.47767448425293,9.44200611114502,28.884126663208008,22.360000610351562
12.013653755187988,32.480552673339844,11.003593444824219,22.800344467163086,12.5,58.112674713134766,21.652578353881836,9.484031677246094,29.241130828857422,22.200000762939453
12.528524398803711,32.88296890258789,11.315547943115234,23.463512420654297,12.449999809265137,60.62171936035156,22.142288208007812,9.59610366821289,29.403396606445312,22.440000534057617
11.339418411254883,30.238534927368164,10.209517478942871,21.884538650512695,11.399999618530273,55.846435546875,20.987957000732422,8.643498420715332,28.62449836730957,21.079999923706055
11.253606796264648,30.296022415161133,10.337135314941406,21.78980255126953,11.649999618530273,55.846435546875,21.337757110595703,9.063764572143555,28.689407348632812,21.200000762939453
11.1800537109375,30.985877990722656,10.450576782226562,21.916120529174805,11.649999618530273,57.38425064086914,21.897432327270508,9.41398811340332,28.851680755615234,21.479999542236328
11.106500625610352,30.755924224853516,10.393855094909668,21.474008560180664,11.166666030883789,57.222373962402344,21.862455368041992,9.456013679504395,28.62449836730957,21.31999969482422
10.983911514282227,30.813411712646484,10.322957038879395,21.410846710205078,10.800000190734863,57.303306579589844,21.687551498413086,9.161827087402344,28.689407348632812,21.15999984741211
11.265865325927734,30.985877990722656,10.42221736907959,21.410846710205078,11.300000190734863,58.03173828125,21.792491912841797,9.217863082885742,28.851680755615234,21.15999984741211
10.898099899291992,30.525972366333008,10.223698616027832,20.90557861328125,11.283332824707031,59.08392333984375,21.61759376525879,9.147817611694336,29.111312866210938,20.520000457763672
10.800028800964355,30.640953063964844,10.252057075500488,20.90557861328125,11.5,61.51202392578125,21.897432327270508,9.287907600402832,29.598112106323242,20.639999389648438
10.73873519897461,30.985877990722656,10.294596672058105,21.347688674926758,11.033332824707031,62.88794708251953,21.93240737915039,9.245881080627441,30.441923141479492,21.280000686645508
10.910358428955078,31.043359756469727,10.294596672058105,21.568744659423828,11.199999809265137,61.51202392578125,21.967395782470703,9.231871604919434,30.63665008544922,21.200000762939453
10.983911514282227,31.675729751586914,10.223698616027832,22.16875648498535,11.449999809265137,63.04982376098633,22.352170944213867,9.41398811340332,31.12346076965332,21.360000610351562
11.21683120727539,32.193115234375,10.351317405700684,22.674022674560547,11.050000190734863,64.34481811523438,22.632009506225586,9.59610366821289,31.74008560180664,22.040000915527344
11.645888328552246,32.59552764892578,10.478935241699219,23.179296493530273,11.466666221618652,66.36822509765625,23.33161163330078,9.59610366821289,32.259361267089844,21.84000015258789
11.79299545288086,32.71050262451172,10.379677772521973,23.431930541992188,11.5,66.36822509765625,23.086748123168945,9.399978637695312,32.45408630371094,21.639999389648438
12.111725807189941,32.3080940246582,10.408038139343262,23.62140655517578,11.183333396911621,67.17759704589844,23.086748123168945,9.456013679504395,32.45408630371094,21.520000457763672
12.173017501831055,33.170406341552734,10.691633224487305,25.263540267944336,11.916666030883789,69.44384002685547,23.335514068603516,9.66614818572998,32.291805267333984,22.0
12.60207748413086,33.400360107421875,10.705815315246582,25.800386428833008,12.550000190734863,71.22444915771484,23.264808654785156,9.932316780090332,32.45408630371094,22.31999969482422
12.798218727111816,33.57282257080078,10.64909553527832,25.421436309814453,12.633333206176758,72.51944732666016,23.088024139404297,9.90429973602295,32.356719970703125,22.31999969482422
12.626594543457031,33.2278938293457,10.592374801635742,25.074064254760742,12.5,71.22444915771484,23.158737182617188,9.750202178955078,32.291805267333984,22.040000915527344
12.871770858764648,33.400360107421875,10.549836158752441,24.916166305541992,12.25,71.30538940429688,22.769811630249023,9.69416618347168,32.42162322998047,21.959999084472656
12.859513282775879,33.74528503417969,10.60655403137207,24.97932243347168,12.533332824707031,72.11476135253906,22.911239624023438,9.87628173828125,32.291805267333984,22.15999984741211
12.89628791809082,33.86025619506836,10.691633224487305,24.97932243347168,12.649999618530273,71.71007537841797,22.80516815185547,9.820245742797852,32.22690200805664,22.559999465942383
13.300830841064453,34.090206146240234,10.64909553527832,24.853004455566406,12.616665840148926,71.791015625,22.840526580810547,9.722184181213379,32.1944465637207,23.239999771118164
12.9575834274292,34.1476936340332,10.663273811340332,24.69510841369629,12.649999618530273,71.71007537841797,22.840526580810547,9.764209747314453,32.291805267333984,23.399999618530273
12.810477256774902,34.03272247314453,10.620734214782715,24.3161563873291,12.649999618530273,72.03382873535156,22.87588119506836,9.73619270324707,32.1944465637207,23.31999969482422
12.798218727111816,34.03272247314453,10.592374801635742,24.410890579223633,12.699999809265137,71.62913513183594,22.80516815185547,9.680156707763672,31.96727180480957,23.200000762939453
12.834996223449707,33.74528503417969,10.549836158752441,23.96878433227539,12.600000381469727,71.8719482421875,22.80516815185547,9.66614818572998,32.12953567504883,23.200000762939453
12.785961151123047,33.80276870727539,10.634913444519043,23.905622482299805,12.516666412353516,72.35755920410156,23.01730728149414,9.73619270324707,31.869905471801758,23.15999984741211
12.70014762878418,33.86025619506836,10.592374801635742,23.96878433227539,12.399999618530273,72.03382873535156,23.088024139404297,9.722184181213379,32.12953567504883,23.079999923706055
12.810477256774902,33.86025619506836,10.549836158752441,23.747726440429688,12.266666412353516,73.81442260742188,23.406232833862305,9.778219223022461,32.12953567504883,22.920000076293945
12.687888145446777,33.80276870727539,10.549836158752441,23.779306411743164,12.416666030883789,74.13817596435547,23.264808654785156,9.708174705505371,32.22690200805664,23.040000915527344
12.258831024169922,33.74528503417969,10.450576782226562,23.62140655517578,12.233332633972168,72.4384994506836,23.194089889526367,9.456013679504395,32.032169342041016,23.0
12.173017501831055,33.68779754638672,10.450576782226562,23.526668548583984,12.116665840148926,72.03382873535156,23.264808654785156,9.5260591506958,32.032169342041016,23.760000228881836
11.903324127197266,33.0554313659668,10.351317405700684,23.526668548583984,11.766666412353516,71.06258392333984,23.194089889526367,9.371960639953613,32.12953567504883,23.200000762939453
12.258831024169922,33.2278938293457,10.393855094909668,23.526668548583984,11.699999809265137,70.98162841796875,23.123384475708008,9.385970115661621,32.097084045410156,23.1200008392334
12.19753646850586,33.2278938293457,10.393855094909668,24.69510841369629,11.699999809265137,70.98162841796875,23.052669525146484,9.343942642211914,31.999717712402344,23.559999465942383
11.878807067871094,32.88296890258789,10.393855094909668,23.589828491210938,11.833333015441895,71.8719482421875,23.088024139404297,9.427996635437012,32.06462860107422,24.360000610351562
11.645888328552246,32.53804016113281,10.30877685546875,23.526668548583984,11.600000381469727,71.30538940429688,22.981952667236328,9.427996635437012,32.12953567504883,24.079999923706055
11.621371269226074,32.825477600097656,10.337135314941406,23.431930541992188,11.616665840148926,71.30538940429688,23.123384475708008,9.427996635437012,31.934818267822266,23.8799991607666
11.53555965423584,33.0554313659668,10.322957038879395,23.49509048461914,11.866665840148926,72.19569396972656,23.264808654785156,9.41398811340332,31.96727180480957,24.479999542236328
11.633630752563477,33.34286880493164,10.450576782226562,23.526668548583984,12.050000190734863,72.27662658691406,23.194089889526367,9.456013679504395,32.12953567504883,24.760000228881836
11.743959426879883,33.34286880493164,10.436396598815918,23.49509048461914,11.966666221618652,72.03382873535156,23.30016326904297,9.638130187988281,32.032169342041016,25.0
11.694925308227539,33.2278938293457,10.42221736907959,23.49509048461914,11.966666221618652,72.19569396972656,23.476947784423828,9.610112190246582,32.032169342041016,26.0
11.596853256225586,33.2278938293457,10.379677772521973,23.49509048461914,11.899999618530273,71.8719482421875,23.512304306030273,9.5260591506958,31.804990768432617,28.200000762939453
11.82977294921875,33.170406341552734,10.436396598815918,23.431930541992188,11.899999618530273,71.791015625,23.547657012939453,9.5260591506958,31.804990768432617,27.719999313354492
11.805253982543945,33.28538131713867,10.450576782226562,23.368772506713867,11.899999618530273,71.38632202148438,23.65373420715332,9.5260591506958,31.64272689819336,27.399999618530273
11.780735969543457,33.0554313659668,10.42221736907959,23.27403450012207,12.016666412353516,71.38632202148438,23.547657012939453,9.44200611114502,31.480449676513672,27.0
11.805253982543945,32.825477600097656,10.408038139343262,22.674022674560547,12.133333206176758,71.46725463867188,23.583019256591797,9.357952117919922,31.447999954223633,27.479999542236328
11.903324127197266,32.94045639038086,10.393855094909668,22.76876449584961,12.183333396911621,71.5481948852539,23.65373420715332,9.5260591506958,31.383092880249023,27.639999389648438
11.878807067871094,32.99794387817383,10.393855094909668,22.674022674560547,12.066665649414062,71.38632202148438,23.61837387084961,9.44200611114502,31.15591049194336,28.8799991607666
11.780735969543457,32.94045639038086,10.379677772521973,22.7371826171875,12.016666412353516,71.14351654052734,23.44159507751465,9.484031677246094,31.12346076965332,29.719999313354492
11.842029571533203,32.76799392700195,10.294596672058105,22.7371826171875,12.0,70.09132385253906,23.406232833862305,9.175835609436035,31.15591049194336,29.440000534057617
11.940101623535156,32.99794387817383,10.365497589111328,22.674022674560547,12.0,70.81976318359375,23.335514068603516,9.217863082885742,31.480449676513672,28.959999084472656
11.79299545288086,33.112918853759766,10.337135314941406,22.674022674560547,12.016666412353516,70.90068817138672,23.335514068603516,9.203853607177734,32.1944465637207,28.719999313354492
11.878807067871094,33.2278938293457,10.351317405700684,22.64244842529297,12.0,71.22444915771484,23.335514068603516,9.147817611694336,31.512907028198242,28.239999771118164
11.79299545288086,33.86025619506836,10.379677772521973,22.674022674560547,11.899999618530273,70.90068817138672,23.158737182617188,8.979710578918457,31.512907028198242,28.559999465942383
11.903324127197266,33.917747497558594,10.408038139343262,22.7371826171875,12.0,71.62913513183594,23.30016326904297,9.091782569885254,31.512907028198242,28.68000030517578
11.89106559753418,33.86025619506836,10.393855094909668,22.926660537719727,12.050000190734863,71.95289611816406,23.335514068603516,8.937685012817383,31.545368194580078,28.719999313354492
11.731700897216797,33.86025619506836,10.464756965637207,22.95823860168457,12.333333015441895,71.22444915771484,23.370882034301758,8.965703010559082,31.479780197143555,29.399999618530273
11.817511558532715,34.20518493652344,10.49311637878418,23.179296493530273,12.266666412353516,71.06258392333984,23.30016326904297,8.867639541625977,31.807695388793945,29.360000610351562
11.805253982543945,34.49262237548828,10.521475791931152,23.179296493530273,12.283332824707031,70.98162841796875,23.370882034301758,8.895657539367676,31.709321975708008,28.8799991607666
11.817511558532715,34.49262237548828,10.507295608520508,23.179296493530273,12.283332824707031,70.90068817138672,23.406232833862305,8.895657539367676,31.479780197143555,28.8799991607666
11.89106559753418,35.58488845825195,10.705815315246582,23.305612564086914,12.483332633972168,71.14351654052734,23.547657012939453,9.217863082885742,31.64373016357422,29.8799991607666
11.842029571533203,35.92981719970703,10.677453994750977,23.368772506713867,12.483332633972168,71.38632202148438,23.691884994506836,9.189845085144043,31.709321975708008,29.68000030517578
11.842029571533203,35.92981719970703,10.677453994750977,23.368772506713867,12.483332633972168,71.38632202148438,23.691884994506836,9.189845085144043,31.709321975708008,29.68000030517578
12.430452346801758,36.67715835571289,10.875972747802734,23.747726440429688,12.75,72.19569396972656,23.834819793701172,9.259889602661133,31.610944747924805,30.15999984741211
12.320124626159668,36.8496208190918,10.790892601013184,23.905622482299805,13.100000381469727,71.71007537841797,23.942026138305664,9.217863082885742,31.709321975708008,30.440000534057617
12.810477256774902,37.07957077026367,10.890151977539062,24.3161563873291,13.399999618530273,71.8719482421875,24.299367904663086,9.343942642211914,31.742115020751953,30.360000610351562
12.884033203125,37.194549560546875,10.918512344360352,24.474050521850586,13.416666030883789,71.30538940429688,24.406572341918945,9.371960639953613,31.610944747924805,30.280000686645508
12.798218727111816,37.30952072143555,10.904333114624023,24.37931251525879,13.533332824707031,71.5481948852539,24.406572341918945,9.315924644470215,31.676528930664062,29.799999237060547
12.810477256774902,37.42449951171875,10.989412307739258,24.663528442382812,13.966666221618652,71.791015625,24.370838165283203,9.343942642211914,31.709321975708008,29.360000610351562
