6098.T,6501.T,6758.T,6861.T,7203.T,7974.T,8306.T,8316.T,9432.T,9983.T
1126.69970703125,687.1085815429688,631.61572265625,14516.9833984375,1209.669921875,964.1389770507812,525.3707275390625,1289.1488037109375,53.5518798828125,13770.515625
1135.885009765625,681.3839111328125,632.3869018554688,14428.0869140625,1198.754638671875,966.9052124023438,532.7753295898438,1290.4068603515625,53.19869613647461,13703.3798828125
1155.7857666015625,681.96484375,645.2080688476562,14382.43359375,1198.60693359375,981.92041015625,549.6800537109375,1314.590576171875,54.056400299072266,14034.4853515625
1146.6007080078125,678.6461181640625,658.318603515625,14680.3662109375,1189.3140869140625,1009.975341796875,543.2533569335938,1330.6666259765625,53.47979736328125,14138.2392578125
1163.4398193359375,670.9304809570312,645.0153198242188,14658.7412109375,1198.459228515625,1025.385498046875,536.1981201171875,1330.2471923828125,54.878055572509766,14296.92578125
1146.6007080078125,667.1140747070312,644.9188842773438,14336.7841796875,1200.082275390625,1031.3128662109375,530.5401000976562,1324.3759765625,54.48164367675781,14049.7431640625
1155.7857666015625,668.8564453125,641.0629272460938,14548.21875,1196.542236328125,1027.7564697265625,520.4111938476562,1302.8482666015625,54.27983093261719,14087.88671875
1157.3165283203125,674.4149169921875,644.72607421875,14541.009765625,1189.3140869140625,1075.5682373046875,528.8635864257812,1313.8917236328125,54.77716064453125,13942.9345703125
1131.292236328125,673.0045166015625,643.3764038085938,14548.21875,1208.047119140625,1093.349609375,543.812255859375,1345.763916015625,54.654624938964844,14072.6298828125
1111.3914794921875,667.2799682617188,633.0616455078125,14512.1796875,1208.4896240234375,1094.9302978515625,545.5586547851562,1335.1397705078125,53.50143051147461,13836.1259765625
1100.675537109375,665.786865234375,625.6388549804688,14504.9697265625,1206.2769775390625,1067.6654052734375,528.025390625,1313.751708984375,52.50680160522461,13555.376953125
1099.1446533203125,663.3806762695312,627.8560791015625,14680.3662109375,1203.326904296875,1051.06982421875,523.2752685546875,1308.9990234375,52.55004119873047,13707.9580078125
1112.922119140625,661.3064575195312,629.0128173828125,14954.271484375,1218.0770263671875,1064.50439453125,540.249755859375,1327.1717529296875,53.969913482666016,13889.53125
1132.8231201171875,672.8386840820312,621.3970947265625,15809.625,1217.93017578125,1082.6810302734375,551.4962768554688,1336.537841796875,54.15010070800781,14121.45703125
1135.885009765625,664.5422973632812,598.0682373046875,15646.240234375,1221.322265625,1097.3009033203125,556.7352294921875,1358.3450927734375,53.11222839355469,14118.4052734375
1163.4398193359375,693.330810546875,623.7108764648438,16093.1376953125,1229.8775634765625,1112.71142578125,554.0806884765625,1356.2481689453125,53.868995666503906,14098.5673828125
1171.0943603515625,688.9336547851562,657.4509887695312,16579.205078125,1248.315185546875,1349.7947998046875,563.441162109375,1366.1734619140625,53.45818328857422,14080.259765625
1201.7109375,686.030029296875,651.8597412109375,16365.0537109375,1252.4454345703125,1509.4310302734375,548.3528442382812,1349.81787109375,53.61674880981445,13877.3232421875
1198.6494140625,689.3486328125,647.7145385742188,16362.6455078125,1268.2281494140625,1410.2509765625,551.845458984375,1361.42041015625,53.249168395996094,14286.2451171875
1186.4027099609375,693.247802734375,644.9188842773438,16362.6455078125,1289.3211669921875,1460.82861328125,550.0990600585938,1361.5604248046875,53.450965881347656,14386.9482421875
1181.8099365234375,696.0686645507812,637.49609375,16105.1728515625,1281.651123046875,1417.7587890625,548.2130126953125,1350.376953125,53.868995666503906,14327.44140625
1175.6868896484375,696.6495361328125,631.0371704101562,16280.8330078125,1282.5362548828125,1466.3609619140625,547.0953979492188,1352.61376953125,55.2096061706543,14319.8125
1164.9710693359375,688.27001953125,610.2147216796875,15674.44921875,1269.2607421875,1422.105224609375,534.4517822265625,1321.4404296875,54.40236282348633,14138.2392578125
1162.490966796875,694.203369140625,616.2879638671875,15785.1376953125,1269.410400390625,1453.2374267578125,531.6951293945312,1324.0,54.59931182861328,14106.1982421875
1176.4407958984375,692.6155395507812,618.9872436523438,15898.2333984375,1261.1781005859375,1437.67138671875,534.7344970703125,1327.1282958984375,54.8837890625,14481.5498046875
1162.490966796875,687.935791015625,615.0347900390625,15785.1376953125,1254.7421875,1410.9295654296875,525.6868896484375,1308.6427001953125,53.95740509033203,14188.591796875
1165.5909423828125,681.7515258789062,623.7108764648438,15474.728515625,1232.7396240234375,1423.701904296875,529.2211303710938,1304.8033447265625,53.490562438964844,14272.513671875
1176.4407958984375,694.4540405273438,643.1836547851562,15734.6064453125,1253.8438720703125,1396.9600830078125,546.397705078125,1330.2567138671875,54.51907730102539,14377.7939453125
1181.0908203125,694.7883911132812,665.1630859375,15777.9208984375,1261.1781005859375,1456.4305419921875,545.2667236328125,1321.866943359375,55.036983489990234,14528.849609375
1174.890869140625,689.94140625,671.4290161132812,15789.9501953125,1247.2581787109375,1489.1593017578125,540.4600830078125,1313.05078125,54.69413757324219,14434.25
1181.0908203125,691.362060546875,672.8750610351562,15864.5439453125,1258.7833251953125,1523.4844970703125,557.0004272460938,1329.972412109375,55.75185012817383,14507.490234375
1221.3905029296875,688.520751953125,679.6232299804688,15857.32421875,1253.0958251953125,1525.081298828125,561.241455078125,1339.2149658203125,56.04361343383789,14519.693359375
1226.04052734375,681.58447265625,697.8427734375,15895.82421875,1252.3472900390625,1505.5235595703125,555.4452514648438,1336.5133056640625,56.83143615722656,14800.447265625
1226.04052734375,674.8989868164062,709.0252075195312,15715.3544921875,1246.2105712890625,1509.5150146484375,549.4371337890625,1338.9306640625,57.38581466674805,15166.6396484375
1239.9901123046875,677.239013671875,707.5792236328125,15854.91796875,1234.535888671875,1577.7667236328125,545.2667236328125,1345.3294677734375,58.58211135864258,15303.9658203125
1250.8402099609375,681.250244140625,723.0033569335938,15780.3251953125,1240.07373046875,1551.82275390625,551.3457641601562,1350.5909423828125,58.34868621826172,15198.68359375
1260.1400146484375,674.3976440429688,728.69091796875,15780.3251953125,1238.277587890625,1590.139404296875,553.9609985351562,1343.48095703125,58.53834915161133,15009.4833984375
1263.2401123046875,675.9017333984375,711.8208618164062,15380.884765625,1243.666015625,1648.8121337890625,569.22900390625,1394.956298828125,60.143131256103516,14830.9619140625
1257.040283203125,663.6173095703125,685.5034790039062,14942.9453125,1241.869873046875,1626.0614013671875,581.033447265625,1408.180908203125,59.3845100402832,14574.6240234375
1252.3902587890625,667.1271362304688,697.1680297851562,15087.3212890625,1236.63134765625,1616.0830078125,584.1436767578125,1410.0294189453125,59.60333251953125,14670.751953125
1288.039794921875,674.6483154296875,709.6035766601562,15231.697265625,1264.3214111328125,1650.009033203125,603.65283203125,1436.1937255859375,60.026432037353516,14765.3525390625
1326.7894287109375,699.4683227539062,708.6395874023438,15477.1357421875,1266.566650390625,1669.5667724609375,621.465576171875,1490.51318359375,59.610633850097656,15027.794921875
1297.33984375,704.064453125,697.1680297851562,15414.572265625,1268.96142578125,1626.0614013671875,609.0956420898438,1484.2564697265625,60.44221115112305,15073.5693359375
1308.189697265625,699.2173461914062,720.8824462890625,15383.2900390625,1259.232421875,1656.3953857421875,605.6320190429688,1489.37548828125,61.193538665771484,14863.0048828125
1315.939697265625,700.5545043945312,718.9545288085938,15503.603515625,1248.3057861328125,1642.4259033203125,601.6029663085938,1495.63232421875,60.93094253540039,14663.1220703125
1281.83984375,699.4683227539062,711.6281127929688,16078.7041015625,1274.4993896484375,1659.189453125,604.8544921875,1507.29248046875,61.04764938354492,14931.6640625
1252.3902587890625,684.6765747070312,702.662841796875,15467.5107421875,1251.0001220703125,1622.0699462890625,604.9959106445312,1490.797607421875,58.96872329711914,14432.724609375
1239.9901123046875,684.2587890625,699.5780029296875,15335.1650390625,1244.5638427734375,1616.88134765625,595.3118896484375,1468.899169921875,59.238616943359375,14522.74609375
1191.940673828125,681.3339233398438,695.9146728515625,15183.5712890625,1229.4466552734375,1575.77099609375,591.2120361328125,1456.3858642578125,59.238616943359375,14374.7431640625
1222.9405517578125,687.6849365234375,698.517578125,15145.072265625,1239.1756591796875,1688.724609375,624.01025390625,1523.5028076171875,59.282386779785156,14379.3173828125
1205.8905029296875,688.8551025390625,718.5687866210938,15303.8828125,1232.58984375,1644.022216796875,616.3760986328125,1530.0440673828125,59.59604263305664,14785.1904296875
1207.440185546875,689.1892700195312,739.0057983398438,15580.60546875,1239.9241943359375,1660.785888671875,611.2161254882812,1535.73193359375,59.530399322509766,14750.09375
1230.6903076171875,695.1226196289062,748.26025390625,15551.7314453125,1226.752685546875,1772.94189453125,611.569580078125,1495.3477783203125,59.10732650756836,15110.1884765625
1201.240478515625,700.5545043945312,735.7281494140625,15380.884765625,1224.2080078125,1797.68798828125,596.5841674804688,1453.25732421875,58.370582580566406,14731.783203125
1230.6903076171875,701.8081665039062,750.3810424804688,15705.73046875,1241.72021484375,1817.644287109375,616.3055419921875,1461.789306640625,60.35466766357422,14820.2802734375
1230.6903076171875,712.5048217773438,751.9234008789062,15587.8232421875,1250.10205078125,1792.4989013671875,644.5088500976562,1513.5489501953125,61.34672164916992,14963.70703125
1216.74072265625,710.3319702148438,762.9131469726562,15592.6357421875,1251.8983154296875,1760.169677734375,635.5316772460938,1510.989501953125,61.397789001464844,15261.2421875
1221.3905029296875,708.07568359375,753.1766967773438,15854.91796875,1258.03515625,1739.8133544921875,635.2490844726562,1520.0899658203125,62.11265563964844,15319.2236328125
1216.74072265625,709.2457275390625,742.958251953125,15741.82421875,1260.729248046875,1726.642578125,640.9746704101562,1537.15380859375,63.24329376220703,15288.7099609375
1212.0908203125,710.3319702148438,740.740966796875,15729.7939453125,1249.203857421875,1702.6949462890625,635.8146362304688,1534.31005859375,63.571563720703125,15349.73828125
1212.0908203125,707.0728759765625,757.6110229492188,15724.98046875,1266.1175537109375,1709.08056640625,639.9850463867188,1548.8140869140625,63.659080505371094,15462.6533203125
1202.79052734375,698.047607421875,753.4656982421875,15710.5419921875,1264.919921875,1695.111083984375,636.7334594726562,1548.5294189453125,63.46942901611328,15526.736328125
1184.19091796875,706.3209228515625,738.1381225585938,16004.109375,1271.655517578125,1657.19384765625,633.7646484375,1570.427978515625,62.41901397705078,15541.994140625
1196.5904541015625,708.9113159179688,739.7769775390625,16357.83203125,1292.7601318359375,1662.78125,648.3966064453125,1613.9404296875,61.96675491333008,15554.19921875
1205.8905029296875,710.3319702148438,744.596923828125,16146.0791015625,1287.8204345703125,1685.930908203125,651.1533813476562,1612.5184326171875,63.23599624633789,15654.90234375
1187.2906494140625,705.5686645507812,736.9813842773438,16131.640625,1275.2476806640625,1715.067626953125,660.9078369140625,1634.4168701171875,63.3672981262207,15639.64453125
1174.890869140625,707.3236694335938,733.8965454101562,16268.7978515625,1274.349853515625,1683.9351806640625,646.0640258789062,1591.1888427734375,63.119285583496094,15661.0029296875
1198.140625,703.228759765625,723.8710327148438,16263.982421875,1274.4993896484375,1672.3604736328125,645.8521118164062,1585.216552734375,63.440250396728516,15572.5107421875
1227.59033203125,705.6522216796875,727.4376220703125,16290.4541015625,1276.29541015625,1691.5185546875,653.3446044921875,1614.50927734375,63.51319885253906,15484.0126953125
1227.59033203125,697.7967529296875,719.8221435546875,16278.4248046875,1267.76416015625,1666.7728271484375,640.6918334960938,1590.05126953125,62.3752555847168,15551.1494140625
1205.8905029296875,695.4569091796875,712.2064208984375,16184.5791015625,1251.0001220703125,1661.9832763671875,636.7334594726562,1591.757568359375,62.863983154296875,15783.0712890625
1184.19091796875,689.5234985351562,695.4326782226562,15931.919921875,1229.596435546875,1612.4908447265625,625.0703735351562,1563.0338134765625,63.075531005859375,15459.599609375
1207.440185546875,689.94140625,704.3015747070312,15854.91796875,1224.65673828125,1609.2978515625,619.910400390625,1560.7587890625,63.13388442993164,15563.35546875
1215.1905517578125,700.7216796875,724.8349609375,16083.5166015625,1245.6119384765625,1596.525634765625,630.4425659179688,1567.015380859375,62.82750701904297,16167.5751953125
1207.440185546875,705.8192749023438,730.04052734375,16307.2998046875,1256.3885498046875,1636.837890625,629.0995483398438,1570.7125244140625,63.4840087890625,16103.4921875
1179.5408935546875,703.8137817382812,735.6317138671875,16273.6142578125,1258.6336669921875,1622.0699462890625,628.74609375,1570.143798828125,63.98733901977539,16094.33984375
1157.8409423828125,695.6240844726562,725.1240844726562,16179.7646484375,1256.538330078125,1624.46484375,618.85009765625,1519.2369384765625,63.49131393432617,16036.3583984375
1151.640869140625,692.3648071289062,713.0740356445312,16141.2373046875,1243.965087890625,1586.5472412109375,613.4781494140625,1492.2197265625,63.61531066894531,16039.408203125
1153.1910400390625,684.6765747070312,709.3143310546875,16076.21875,1224.9561767578125,1557.8099365234375,604.0062866210938,1486.531494140625,63.05363082885742,15929.5517578125
1187.2906494140625,690.7770385742188,705.0728759765625,16422.982421875,1232.43994140625,1575.3714599609375,607.8939208984375,1490.51318359375,62.76185607910156,15920.3984375
1191.940673828125,693.3676147460938,719.5330200195312,16495.220703125,1241.869873046875,1596.525634765625,628.392578125,1530.0440673828125,63.51319885253906,16451.380859375
1198.140625,701.8081665039062,737.8490600585938,16413.349609375,1268.5120849609375,1672.3604736328125,640.7625732421875,1560.4742431640625,64.82618713378906,16808.421875
1176.4407958984375,704.8165893554688,736.4993896484375,16353.14453125,1264.620849609375,1666.7728271484375,644.7916259765625,1570.427978515625,65.30764770507812,16964.0546875
1170.240966796875,699.1339111328125,748.0673217773438,16454.287109375,1248.0064697265625,1709.87890625,639.7022705078125,1567.8685302734375,66.19757080078125,17080.017578125
1168.690673828125,693.2006225585938,747.7781982421875,16355.5498046875,1247.2581787109375,1738.6165771484375,647.1242065429688,1582.656982421875,65.08881378173828,17162.412109375
1136.14111328125,674.9826049804688,727.4376220703125,15905.25,1220.0169677734375,1675.5537109375,626.130615234375,1539.428955078125,63.928977966308594,16649.73828125
1157.8409423828125,674.23046875,667.3801879882812,15907.6533203125,1227.800048828125,1634.0438232421875,621.8895874023438,1552.510986328125,64.68031311035156,16954.900390625
1171.791015625,669.0491943359375,669.4046020507812,16037.69140625,1218.3704833984375,1679.944091796875,627.6858520507812,1542.2728271484375,64.34476470947266,17275.32421875
1162.490966796875,670.5535888671875,677.5987548828125,16172.5380859375,1220.31640625,1680.3433837890625,631.0079956054688,1555.6395263671875,65.62129974365234,17659.83203125
1168.690673828125,672.2250366210938,675.477783203125,16064.1787109375,1224.65673828125,1667.9703369140625,638.6419067382812,1590.9044189453125,65.39519500732422,17009.830078125
1171.791015625,661.6952514648438,659.8609619140625,15905.25,1207.4442138671875,1615.2847900390625,619.41552734375,1540.2823486328125,64.07486724853516,16726.03125
1184.19091796875,668.5478515625,665.4522705078125,15972.6767578125,1214.7783203125,1624.065673828125,622.17236328125,1553.0799560546875,65.08881378173828,17165.466796875
1148.5408935546875,647.6557006835938,640.4844970703125,15539.2255859375,1187.0880126953125,1583.7535400390625,594.1102294921875,1487.3846435546875,63.46213150024414,16838.9375
1114.4412841796875,638.881103515625,655.2338256835938,15414.001953125,1182.1488037109375,1578.165771484375,592.484619140625,1483.1187744140625,62.834815979003906,17534.712890625
1109.79150390625,632.195556640625,659.3789672851562,15281.5595703125,1186.1903076171875,1557.8099365234375,605.9854125976562,1498.1917724609375,65.14714050292969,16481.896484375
1115.9913330078125,641.2210693359375,679.9122924804688,15792.068359375,1214.3292236328125,1580.9593505859375,616.3760986328125,1520.3746337890625,65.30036163330078,16640.58203125
1122.1912841796875,652.7532958984375,671.9110107421875,16047.3203125,1227.5008544921875,1575.3714599609375,625.7774047851562,1547.107666015625,66.15380859375,16945.74609375
1139.2412109375,647.2379150390625,665.64501953125,16382.044921875,1238.277587890625,1614.486328125,624.1515502929688,1550.236083984375,65.89849853515625,16988.46875
1170.240966796875,647.5722045898438,669.9830322265625,16447.0625,1262.076171875,1677.1502685546875,630.1597900390625,1564.17138671875,68.11601257324219,17272.267578125
1187.2906494140625,647.8228149414062,677.695068359375,16560.240234375,1249.0543212890625,1700.300048828125,637.65234375,1578.3909912109375,67.26256561279297,17461.4765625
1188.8408203125,652.9205322265625,690.0343017578125,16786.59375,1253.6943359375,1736.62060546875,643.1658935546875,1588.913818359375,67.88988494873047,18087.0625
1176.4407958984375,643.4771728515625,680.6834716796875,16302.5771484375,1239.0260009765625,1713.8704833984375,627.8978881835938,1559.05224609375,66.28511810302734,17940.5859375
1171.791015625,637.6275024414062,705.7476196289062,16333.8857421875,1238.8765869140625,1746.59912109375,633.6234130859375,1573.2720947265625,68.1305923461914,18090.107421875
1181.0908203125,630.8584594726562,712.302978515625,16370.0068359375,1238.8765869140625,1736.62060546875,625.3532104492188,1551.657958984375,67.97742462158203,17775.794921875
1188.8408203125,628.6856079101562,700.252685546875,16001.5693359375,1224.8065185546875,1663.1806640625,625.9892578125,1549.6671142578125,67.35010528564453,17781.89453125
1193.4906005859375,623.6715087890625,694.0831298828125,15531.998046875,1208.94091796875,1654.399658203125,618.6380615234375,1525.778076171875,68.33484649658203,18117.576171875
1193.4906005859375,615.5653076171875,705.6512451171875,14874.59765625,1214.1796875,1636.4388427734375,621.1827392578125,1530.0440673828125,70.165771484375,18380.01953125
1185.74072265625,655.67822265625,691.1912231445312,14807.171875,1221.813232421875,1771.7442626953125,631.3613891601562,1559.05224609375,70.71286010742188,18898.80078125
1212.0908203125,672.2250366210938,681.1654663085938,15050.3857421875,1235.2841796875,1741.0108642578125,636.1679077148438,1576.6846923828125,69.49467468261719,18727.900390625
1208.9906005859375,663.784423828125,668.2478637695312,14453.185546875,1227.35107421875,1770.946044921875,624.8583984375,1556.7769775390625,70.80767822265625,18535.6484375
1208.9906005859375,651.5834350585938,658.993408203125,14012.509765625,1215.5267333984375,1781.7225341796875,625.2825927734375,1571.85009765625,71.00463104248047,18730.955078125
1218.29052734375,650.9984130859375,646.846923828125,14470.041015625,1186.9384765625,1836.0048828125,626.27197265625,1576.96923828125,69.93963623046875,17845.98046875
1213.640380859375,650.9984130859375,643.5693359375,14696.400390625,1202.3551025390625,1832.012939453125,626.62548828125,1589.1982421875,72.14988708496094,17461.4765625
1219.8402099609375,657.0989990234375,645.4972534179688,14944.431640625,1215.0777587890625,1857.9569091796875,632.3511352539062,1605.40869140625,71.63926696777344,17302.791015625
1236.890380859375,657.015380859375,647.42529296875,14734.9296875,1218.96923828125,1963.7261962890625,628.4635009765625,1616.5001220703125,72.64590454101562,17253.9609375
1212.0908203125,649.3270874023438,666.0305786132812,14872.189453125,1215.6763916015625,1970.5115966796875,630.2304077148438,1610.81201171875,71.8726806640625,16951.8515625
1212.0908203125,643.0594482421875,644.5332641601562,14645.8310546875,1195.47021484375,1941.3751220703125,621.6775512695312,1577.822265625,73.00334167480469,16478.841796875
1198.140625,636.3740844726562,649.0640869140625,14696.400390625,1188.5845947265625,1932.1951904296875,611.9230346679688,1540.5665283203125,72.69696807861328,16939.64453125
1218.29052734375,635.036865234375,649.0640869140625,14718.07421875,1189.18359375,1917.826416015625,610.7213134765625,1541.135498046875,71.70492553710938,16780.962890625
1230.6903076171875,633.448974609375,640.67724609375,14778.275390625,1187.2376708984375,1960.134765625,610.933349609375,1543.6949462890625,72.64590454101562,16936.591796875
1204.3408203125,635.1204223632812,648.9677124023438,14845.69921875,1192.476318359375,1975.7001953125,618.6380615234375,1556.4927978515625,71.0119400024414,16634.478515625
1207.440185546875,628.3513793945312,642.3160400390625,14551.9150390625,1181.9991455078125,1979.691650390625,613.548828125,1549.3828125,70.60343933105469,16436.125
1224.4901123046875,620.5795288085938,622.7469482421875,14494.123046875,1157.302490234375,1988.872314453125,600.6840209960938,1505.3016357421875,70.35543823242188,16491.056640625
1196.5904541015625,602.278076171875,595.7546997070312,14130.505859375,1122.577392578125,1893.479248046875,576.0147705078125,1433.6341552734375,68.19625854492188,15920.3984375
1122.1912841796875,568.0150756835938,548.229248046875,13039.654296875,1046.8408203125,1739.414794921875,527.9488525390625,1318.1697998046875,63.724735260009766,15532.8388671875
1080.3414306640625,546.2872924804688,546.4940795898438,12668.8115234375,1006.5776977539062,1784.1171875,526.1109008789062,1295.4183349609375,62.87855911254883,14640.2353515625
1143.8912353515625,561.91455078125,571.2689208984375,13078.1826171875,1035.764892578125,1906.2515869140625,543.9943237304688,1341.916748046875,64.61466979980469,15447.3916015625
1157.8409423828125,564.9229125976562,588.3318481445312,13316.5810546875,1051.6304931640625,1864.3428955078125,556.2229614257812,1377.1817626953125,67.65646362304688,15399.927734375
1167.1407470703125,582.9736328125,611.0823974609375,14029.3671875,1099.527099609375,1929.401611328125,579.6904296875,1431.9278564453125,67.75129699707031,15565.2900390625
1156.2908935546875,569.7698974609375,609.6363525390625,13579.05859375,1076.476806640625,1996.4552001953125,565.5533447265625,1411.7357177734375,67.53975677490234,15086.048828125
1122.1912841796875,554.0590209960938,588.2354736328125,13316.5810546875,1047.7388916015625,1905.05419921875,549.2251586914062,1370.214111328125,65.51918029785156,14539.4453125
1103.59130859375,540.437255859375,582.2586059570312,13128.751953125,1049.9840087890625,1897.470458984375,542.2271728515625,1360.2603759765625,65.48271942138672,14821.1669921875
1094.29150390625,542.5264892578125,583.5118408203125,13275.6435546875,1075.4290771484375,1877.1151123046875,538.12744140625,1351.15966796875,67.67103576660156,14635.9033203125
1080.3414306640625,533.3340454101562,571.8474731445312,12514.6962890625,1048.33740234375,1849.974365234375,521.6578369140625,1303.2391357421875,65.47541046142578,14228.6279296875
1078.79150390625,528.1527709960938,570.8834228515625,12683.26171875,1061.0601806640625,1824.42919921875,522.7886962890625,1308.6427001953125,66.336181640625,14289.87109375
1064.8416748046875,529.2391967773438,552.8565673828125,12387.0712890625,1055.222900390625,1784.51611328125,515.0134887695312,1291.1522216796875,65.64317321777344,13832.0703125
1126.841064453125,547.624267578125,600.2855834960938,13068.5498046875,1121.2301025390625,1883.900390625,553.2540893554688,1378.74609375,69.94694519042969,15226.9111328125
1125.291259765625,530.4092407226562,604.045166015625,12822.9287109375,1073.9324951171875,1868.333984375,539.39990234375,1347.604736328125,67.37198638916016,14369.48828125
1142.3411865234375,525.1442260742188,613.0103149414062,12608.611328125,1058.5155029296875,1841.59228515625,545.5494995117188,1360.117919921875,66.50394439697266,14582.3134765625
1142.3411865234375,518.6260986328125,600.8638916015625,12505.064453125,1048.78662109375,1829.2193603515625,532.54345703125,1343.0543212890625,62.21477508544922,14198.0029296875
1128.3909912109375,521.7180786132812,589.9706420898438,12476.1669921875,1071.8369140625,1805.6702880859375,528.726318359375,1342.3433837890625,60.7558708190918,14438.388671875
