AZN.L,BATS.L,BHP.L,BP.L,DGE.L,GSK.L,HSBA.L,RIO.L,SHEL.L,ULVR.L
4451.09423828125,3770.136962890625,1605.2073974609375,445.4469299316406,1929.996337890625,1556.459716796875,578.5421142578125,3172.8623046875,2094.69384765625,2858.48779296875
4455.58154296875,3757.22265625,1606.2010498046875,445.4965515136719,1930.4949951171875,1543.939697265625,574.2646484375,3172.8623046875,2107.128662109375,2856.49365234375
4461.56103515625,3731.889404296875,1585.334716796875,444.1046142578125,1912.0428466796875,1556.459716796875,579.8353271484375,3135.08984375,2079.271484375,2865.46435546875
4417.69921875,3742.320556640625,1588.3155517578125,446.0434875488281,1901.0712890625,1553.4547119140625,577.8457641601562,3116.2041015625,2036.49267578125,2861.47705078125
4409.72216796875,3788.01953125,1563.474609375,448.4795227050781,1915.5338134765625,1568.4788818359375,583.0184936523438,3055.07275390625,2033.0111083984375,2870.447021484375
4472.52734375,3866.998779296875,1566.95263671875,450.0206298828125,1933.9859619140625,1573.486572265625,567.7296142578125,2967.856689453125,2029.528564453125,2903.337890625
4401.74755859375,3800.437255859375,1540.6214599609375,444.45263671875,1923.512939453125,1562.469482421875,565.1426391601562,2900.744140625,2019.579833984375,2861.47705078125
4347.41748046875,3731.392333984375,1533.6661376953125,443.1600341796875,1899.076416015625,1558.4625244140625,563.6503295898438,2893.78466796875,2019.579833984375,2818.62060546875
4258.6953125,3628.57177734375,1461.6279296875,425.66021728515625,1849.704345703125,1525.911376953125,557.0836181640625,2813.74609375,1926.5604248046875,2789.7158203125
4291.09423828125,3603.2373046875,1462.62158203125,422.7272033691406,1844.218505859375,1521.404296875,558.9740600585938,2827.66552734375,1926.062744140625,2813.635986328125
4465.05029296875,3617.642822265625,1426.7615966796875,423.423095703125,1877.133056640625,1550.951171875,557.4815673828125,2840.591796875,1950.9345703125,2809.649658203125
4542.8076171875,3620.126220703125,1381.0411376953125,415.866455078125,1859.1798095703125,1562.469482421875,558.4765014648438,2793.3642578125,1911.6373291015625,2835.563720703125
4620.0673828125,3684.20361328125,1407.380126953125,415.22015380859375,1888.104736328125,1579.4962158203125,559.173095703125,2831.643310546875,1925.565185546875,2876.427978515625
4625.548828125,3691.15771484375,1454.0941162109375,423.4728698730469,1905.0609130859375,1594.0189208984375,567.3317260742188,2856.997314453125,1964.8623046875,2870.447021484375
4735.20654296875,3771.13037109375,1449.1246337890625,433.61480712890625,1948.947021484375,1626.0697021484375,576.385986328125,2814.243896484375,2012.1185302734375,2916.294677734375
4770.59521484375,3644.934814453125,1476.45703125,438.3873291015625,1935.48193359375,1632.580078125,574.1968383789062,2829.15771484375,2031.5186767578125,2887.390869140625
4831.904296875,3634.004150390625,1529.63134765625,448.42974853515625,1919.02490234375,1637.587890625,581.7589721679688,2897.7607421875,2053.405517578125,2890.381103515625
4824.92529296875,3680.2119140625,1581.3150634765625,445.3475036621094,1934.4844970703125,1618.0570068359375,575.7888793945312,2925.600830078125,2083.252197265625,2895.365478515625
4816.95068359375,3640.960205078125,1581.3150634765625,441.6188659667969,1932.48974609375,1610.544921875,575.39111328125,2867.4365234375,2067.830810546875,2897.357421875
4746.6708984375,3616.614501953125,1575.351318359375,445.794921875,1918.5257568359375,1598.02490234375,580.56494140625,2909.195556640625,2085.738525390625,2870.447021484375
4676.390625,3547.55224609375,1533.10986328125,443.55780029296875,1889.60107421875,1577.4923095703125,578.7738647460938,2860.476806640625,2058.3798828125,2845.53076171875
4671.4052734375,3529.6640625,1498.3231201171875,441.0718688964844,1890.0997314453125,1571.98388671875,575.5899658203125,2793.3642578125,2024.0570068359375,2841.543212890625
4711.7802734375,3571.8974609375,1502.7955322265625,443.55780029296875,1897.081298828125,1587.00830078125,580.3658447265625,2800.32421875,2041.4671630859375,2877.42431640625
4612.09130859375,3466.56396484375,1464.5302734375,434.2113952636719,1854.6915283203125,1548.44677734375,571.1126098632812,2756.07958984375,1997.69287109375,2805.662841796875
4626.04833984375,3516.250244140625,1461.0513916015625,439.58050537109375,1863.66796875,1567.977783203125,575.689453125,2746.13720703125,2020.5751953125,2803.669677734375
4630.53271484375,3554.507568359375,1422.7857666015625,440.32623291015625,1885.611328125,1571.98388671875,579.3706665039062,2735.199951171875,2014.1085205078125,2846.52685546875
4692.34130859375,3608.167236328125,1461.5479736328125,452.2578430175781,1924.51025390625,1593.517822265625,583.9478149414062,2845.5625,2083.252197265625,2904.3349609375
4682.37109375,3566.4326171875,1460.057373046875,454.69384765625,1901.0712890625,1593.517822265625,584.0471801757812,2837.111572265625,1972.323974609375,2872.44091796875
4749.6611328125,3608.167236328125,1444.1546630859375,461.05743408203125,1911.0455322265625,1614.050537109375,600.9617919921875,2836.117919921875,1993.713623046875,2909.318359375
4738.197265625,3692.6337890625,1454.5911865234375,469.5588073730469,1933.4874267578125,1644.5986328125,609.0211181640625,2820.70654296875,2016.0982666015625,2925.265380859375
4703.80419921875,3638.972900390625,1407.380126953125,468.3157653808594,1935.48193359375,1636.5860595703125,614.8911743164062,2797.838623046875,2028.0362548828125,2903.337890625
4785.05029296875,3654.37548828125,1450.6153564453125,468.26617431640625,1928.99853515625,1631.07763671875,613.1998291015625,2875.8876953125,2035.0008544921875,2901.344970703125
4842.37255859375,3667.7900390625,1463.039306640625,473.0884704589844,1961.9130859375,1616.0538330078125,614.5927124023438,2895.276123046875,2060.8671875,2924.26806640625
4813.4619140625,3718.469970703125,1460.5543212890625,470.751953125,1891.595703125,1598.5263671875,603.7474975585938,2825.677978515625,2098.174560546875,3001.013427734375
4735.20654296875,3700.583740234375,1437.197509765625,476.6182556152344,1871.6474609375,1577.9935302734375,596.9818115234375,2784.913330078125,2078.2783203125,2982.075927734375
4788.04150390625,3741.32568359375,1472.481201171875,480.64520263671875,1865.662841796875,1583.50244140625,610.215087890625,2857.49462890625,2110.113525390625,3000.015625
4839.87939453125,3738.841796875,1454.0941162109375,477.2646179199219,1869.6527099609375,1577.4923095703125,610.1152954101562,2795.850341796875,2089.220703125,3004.999755859375
4847.85498046875,3710.519775390625,1473.9722900390625,477.0160217285156,1860.67578125,1550.951171875,604.4439697265625,2847.054443359375,2059.87158203125,2975.09912109375
4814.9580078125,3729.400390625,1522.1767578125,481.39080810546875,1859.1798095703125,1532.922119140625,609.120361328125,2941.010986328125,2080.7646484375,2965.34912109375
4734.7080078125,3722.94140625,1554.47900390625,475.6736755371094,1865.662841796875,1536.9288330078125,626.5324096679688,2986.250244140625,2055.395263671875,2964.352294921875
4690.84423828125,3698.098876953125,1559.448486328125,474.1823425292969,1861.6737060546875,1564.4725341796875,646.0335693359375,2996.6904296875,2065.841064453125,2969.336181640625
4533.8369140625,3646.42529296875,1579.8238525390625,473.38677978515625,1841.226318359375,1540.4339599609375,644.143310546875,2962.388427734375,2050.421142578125,2919.498046875
4443.6181640625,3565.93408203125,1554.47900390625,465.4820556640625,1791.85400390625,1515.895751953125,642.5514526367188,2898.75537109375,2041.4671630859375,2836.767333984375
4482.4951171875,3569.909912109375,1551.497314453125,467.4208984375,1806.8154296875,1516.897216796875,644.8397827148438,2868.430419921875,2048.929443359375,2856.7021484375
4447.60498046875,3617.110595703125,1597.71435546875,465.92950439453125,1810.3065185546875,1513.892333984375,643.048828125,2979.787353515625,2049.426513671875,2865.673583984375
4425.17578125,3525.19189453125,1600.6959228515625,472.2432861328125,1792.35302734375,1502.8746337890625,627.2289428710938,2993.706787109375,2080.7646484375,2824.806640625
4399.75537109375,3559.97314453125,1584.7933349609375,470.6026916503906,1788.3636474609375,1516.897216796875,629.2189331054688,2990.724365234375,2071.810546875,2812.845703125
4393.27490234375,3553.513916015625,1528.6373291015625,454.55780029296875,1772.4046630859375,1449.2900390625,627.7263793945312,2950.457275390625,2032.513427734375,2826.800537109375
4517.88525390625,3617.110595703125,1551.00048828125,458.7344055175781,1786.3685302734375,1480.840087890625,637.8750610351562,2981.279052734375,2061.364501953125,2884.611328125
4513.8984375,3598.230224609375,1562.430419921875,455.1544494628906,1779.8853759765625,1479.838134765625,629.1193237304688,3012.59765625,2041.4671630859375,2845.73828125
4386.29638671875,3535.1298828125,1565.412109375,453.51361083984375,1751.458984375,1447.787841796875,616.8812255859375,2977.798828125,2023.06201171875,2809.854736328125
4376.32763671875,3549.538330078125,1559.9454345703125,453.46392822265625,1749.96337890625,1452.7957763671875,610.911376953125,2961.393798828125,2035.0008544921875,2807.861328125
4420.689453125,3579.3505859375,1539.5704345703125,454.25946044921875,1781.8802490234375,1432.9969482421875,614.4932861328125,2938.028564453125,2008.4407958984375,2845.73828125
4353.89794921875,3569.4130859375,1523.6678466796875,449.8840026855469,1781.3817138671875,1420.9761962890625,613.7969970703125,2913.66943359375,1981.57568359375,2835.770751953125
4376.32763671875,3572.891357421875,1454.0941162109375,449.7843933105469,1788.8621826171875,1434.4998779296875,615.4884643554688,2908.2001953125,1971.6258544921875,2845.73828125
4389.78515625,3616.614501953125,1396.944091796875,449.834228515625,1810.3065185546875,1445.0181884765625,613.5977783203125,2830.64892578125,1961.177490234375,2890.592041015625
4379.318359375,3621.085205078125,1387.0050048828125,449.5855712890625,1794.34814453125,1450.0267333984375,619.7666015625,2850.53369140625,1960.18310546875,2885.60888671875
4411.21875,3610.155517578125,1395.9503173828125,455.452880859375,1795.8438720703125,1453.0318603515625,611.4713745117188,2856.997314453125,1975.108154296875,2864.67626953125
4459.5673828125,3598.230224609375,1399.9256591796875,455.2041931152344,1808.81005859375,1467.0562744140625,617.54150390625,2885.830810546875,1960.6800537109375,2871.654052734375
4359.87939453125,3588.790771484375,1366.6297607421875,449.1878356933594,1801.3299560546875,1432.49658203125,613.9590454101562,2857.9912109375,1921.376953125,2844.74072265625
4454.583984375,3641.457275390625,1370.605224609375,451.8728332519531,1832.7481689453125,1447.522705078125,622.21826171875,2864.453369140625,1947.74560546875,2895.576904296875
4478.009765625,3668.287353515625,1368.120361328125,450.7788391113281,1836.7381591796875,1462.549072265625,620.5266723632812,2867.4365234375,1944.2625732421875,2901.556884765625
4358.88330078125,3582.82861328125,1371.102294921875,448.2430419921875,1810.805419921875,1456.037353515625,619.6310424804688,2839.597412109375,1933.317626953125,2877.634033203125
4352.90185546875,3569.909912109375,1351.22412109375,444.9117431640625,1813.298828125,1458.5413818359375,621.1237182617188,2818.220703125,1912.91943359375,2864.67626953125
4343.43017578125,3483.953857421875,1375.0780029296875,447.4476013183594,1777.890869140625,1443.515380859375,621.32275390625,2885.332763671875,1924.362060546875,2823.81005859375
4376.32763671875,3513.268798828125,1358.6783447265625,447.04974365234375,1790.85693359375,1440.009521484375,622.21826171875,2864.95068359375,1928.3421630859375,2878.630859375
4323.49365234375,3497.8662109375,1315.443115234375,437.70208740234375,1777.391845703125,1413.96435546875,615.7503051757812,2833.63134765625,1892.02392578125,2862.6826171875
4353.89794921875,3418.3681640625,1318.9219970703125,440.8841552734375,1755.947509765625,1400.94189453125,615.8496704101562,2836.117919921875,1893.01904296875,2809.854736328125
4319.50634765625,3409.4248046875,1300.03759765625,439.4422912597656,1875.1383056640625,1388.4197998046875,616.4468383789062,2802.3125,1892.5220947265625,2797.893798828125
4232.7763671875,3401.47607421875,1306.9949951171875,438.895263671875,1882.6190185546875,1378.4019775390625,610.6753540039062,2765.028076171875,1873.6162109375,2782.942138671875
4267.6669921875,3412.406982421875,1340.290771484375,441.0829772949219,1887.107666015625,1384.9132080078125,610.376708984375,2825.1806640625,1889.0389404296875,2818.826416015625
4258.6953125,3423.337890625,1337.806396484375,444.3150634765625,1903.564453125,1389.4210205078125,608.2872314453125,2822.69482421875,1887.5465087890625,2839.75732421875
4197.88525390625,3396.010498046875,1332.339599609375,435.166259765625,1891.595703125,1375.3966064453125,604.7048950195312,2815.238037109375,1848.74072265625,2778.955322265625
4136.07861328125,3390.0478515625,1312.461181640625,432.6304626464844,1869.6527099609375,1353.3582763671875,597.0428466796875,2790.381591796875,1845.2581787109375,2767.990478515625
4157.01318359375,3488.923095703125,1304.013427734375,429.9952087402344,1864.6654052734375,1368.3843994140625,591.968017578125,2729.732177734375,1841.2786865234375,2781.946044921875
4145.54931640625,3480.972900390625,1294.0740966796875,432.580810546875,1876.1358642578125,1361.8736572265625,587.88818359375,2706.864501953125,1835.3082275390625,2753.03955078125
4179.94140625,3533.638671875,1324.8853759765625,432.03387451171875,1893.0919189453125,1362.373779296875,584.7039794921875,2733.708740234375,1834.810546875,2765.000732421875
4175.9541015625,3524.697021484375,1317.430908203125,428.9510192871094,1874.140869140625,1359.369140625,587.88818359375,2716.309814453125,1834.3133544921875,2763.007568359375
4228.7890625,3570.904052734375,1338.30322265625,436.9562072753906,1902.0684814453125,1379.40380859375,599.0330200195312,2754.09130859375,1865.656005859375,2845.73828125
4260.189453125,3556.991943359375,1347.7452392578125,436.5086364746094,1927.0040283203125,1379.9041748046875,597.9385375976562,2742.65771484375,1846.2529296875,2849.724853515625
4236.76416015625,3568.419189453125,1365.1387939453125,439.6412353515625,1921.0194091796875,1385.4139404296875,599.2320556640625,2764.531494140625,1889.0389404296875,2841.750732421875
4169.97314453125,3533.638671875,1327.8671875,439.8400573730469,1915.03515625,1373.3931884765625,591.3709716796875,2717.303955078125,1873.6162109375,2833.77685546875
4180.4404296875,3524.19873046875,1293.576904296875,435.116455078125,1894.0892333984375,1369.8870849609375,586.9925537109375,2692.944580078125,1848.74072265625,2822.8115234375
4083.74169921875,3453.64501953125,1293.576904296875,425.1720886230469,1850.70166015625,1347.8487548828125,574.2556762695312,2676.041748046875,1809.9354248046875,2747.059326171875
4006.483642578125,3393.526611328125,1241.3963623046875,417.8132629394531,1836.239013671875,1324.8087158203125,567.2903442382812,2598.9873046875,1777.5968017578125,2721.143798828125
4107.66650390625,3476.997802734375,1252.329833984375,416.81878662109375,1869.154052734375,1350.8538818359375,568.0862426757812,2605.9462890625,1794.5123291015625,2766.994140625
4176.9501953125,3473.02294921875,1264.753662109375,434.9673767089844,1881.1226806640625,1357.36572265625,575.1513061523438,2617.8779296875,1807.447998046875,2746.06201171875
4154.02197265625,3459.607666015625,1240.9000244140625,431.9840087890625,1882.12060546875,1349.8524169921875,570.0765380859375,2591.033203125,1802.970458984375,2723.137451171875
4136.07861328125,3463.0859375,1216.0518798828125,427.1112060546875,1873.1435546875,1344.3427734375,565.3002319335938,2563.194091796875,1779.08984375,2714.165283203125
4164.9873046875,3440.23095703125,1181.7618408203125,416.2221984863281,1853.1951904296875,1340.836669921875,555.8468627929688,2478.18505859375,1744.263916015625,2705.195556640625
4181.43603515625,3507.306396484375,1180.27099609375,420.8462829589844,1863.16943359375,1352.8572998046875,556.444091796875,2470.23095703125,1792.522705078125,2767.990478515625
4208.8525390625,3542.08642578125,1198.6585693359375,423.6803894042969,1883.6165771484375,1371.3897705078125,561.2203979492188,2513.978759765625,1795.5074462890625,2809.854736328125
4271.1572265625,3603.69677734375,1220.02783203125,424.6252746582031,1920.520751953125,1372.3916015625,562.9118041992188,2524.915283203125,1812.9205322265625,2871.654052734375
4317.51123046875,3594.256591796875,1245.372314453125,426.4152526855469,1924.0118408203125,1388.9205322265625,572.3651733398438,2585.565185546875,1808.9400634765625,2871.654052734375
4331.46875,3616.614501953125,1228.475341796875,426.76324462890625,1936.9781494140625,1394.930419921875,569.8773193359375,2565.679931640625,1828.840576171875,2890.592041015625
4329.97314453125,3630.029296875,1225.9910888671875,424.72454833984375,1940.4691162109375,1384.9132080078125,570.4744873046875,2582.0849609375,1815.407958984375,2877.634033203125
4322.994140625,3636.48828125,1245.372314453125,419.65301513671875,1944.458740234375,1384.9132080078125,578.733642578125,2607.43798828125,1826.35302734375,2901.556884765625
4301.5625,3628.0419921875,1237.421142578125,414.631103515625,1933.4874267578125,1373.3931884765625,577.3405151367188,2578.108154296875,1804.9603271484375,2878.630859375
4333.96044921875,3628.0419921875,1232.451416015625,414.2829284667969,1926.505126953125,1382.40869140625,583.8084106445312,2576.119140625,1809.9354248046875,2882.61865234375
4321.9970703125,3636.48828125,1243.88134765625,411.69744873046875,1923.014404296875,1374.89599609375,583.5100708007812,2582.0849609375,1826.850830078125,2863.679931640625
4267.6669921875,3569.909912109375,1172.81640625,404.3386535644531,1912.0428466796875,1352.356689453125,574.5542602539062,2488.127685546875,1778.0948486328125,2849.724853515625
4280.12744140625,3556.991943359375,1160.8897705078125,398.7698059082031,1902.0684814453125,1359.369140625,576.3455200195312,2473.7109375,1775.1094970703125,2895.576904296875
4240.25390625,3527.677734375,1116.6605224609375,392.5048522949219,1855.190185546875,1340.836669921875,566.59375,2386.713134765625,1746.751708984375,2888.598876953125
4177.44970703125,3489.91552734375,1123.6177978515625,385.1460266113281,1814.794921875,1335.3267822265625,561.31982421875,2380.25048828125,1726.85107421875,2843.744384765625
4157.01318359375,3529.16796875,1136.5389404296875,390.46624755859375,1814.296142578125,1330.819091796875,570.5739135742188,2392.180908203125,1731.3289794921875,2848.727783203125
4177.9482421875,3657.356689453125,1160.8897705078125,396.38330078125,1834.743408203125,1376.8992919921875,573.65869140625,2439.906005859375,1755.706787109375,2859.692138671875
4306.0478515625,3716.482666015625,1162.87744140625,398.7698059082031,1806.31689453125,1391.4246826171875,574.2556762695312,2442.39208984375,1829.835205078125,2879.62841796875
4306.546875,3777.09912109375,1175.3016357421875,393.2506408691406,1784.872314453125,1398.4368896484375,576.8429565429688,2472.2197265625,1830.8309326171875,2897.569091796875
4328.47802734375,3761.199951171875,1130.0782470703125,389.27288818359375,1792.35302734375,1402.4439697265625,578.4349365234375,2418.529296875,1822.8704833984375,2930.461669921875
4371.34228515625,3796.973388671875,1151.9444580078125,388.2286682128906,1785.371337890625,1403.445556640625,579.3307495117188,2456.31103515625,1821.377685546875,2925.47900390625
4410.72021484375,3804.42578125,1193.1917724609375,392.8529357910156,1816.291259765625,1421.476806640625,591.6693115234375,2552.75439453125,1851.7261962890625,2950.39697265625
4398.7578125,3805.91650390625,1168.3441162109375,381.1319885253906,1833.2471923828125,1459.5430908203125,587.4902954101562,2560.70849609375,1864.163330078125,2956.589111328125
4307.044921875,3781.073974609375,1183.749755859375,383.51904296875,1822.275634765625,1452.5313720703125,584.803466796875,2572.639404296875,1876.103759765625,2940.6396484375
4344.4287109375,3798.46337890625,1201.64013671875,383.4195556640625,1824.7689208984375,1460.0445556640625,581.221435546875,2619.8662109375,1870.1336669921875,2943.63037109375
4327.47998046875,3750.268798828125,1141.50830078125,378.4465026855469,1803.8233642578125,1440.009521484375,574.5542602539062,2538.83447265625,1857.6959228515625,2902.759521484375
4275.1435546875,3684.18701171875,1140.017822265625,381.52984619140625,1770.4097900390625,1421.476806640625,560.8222045898438,2539.828369140625,1868.1436767578125,2779.1533203125
4260.7607421875,3707.538818359375,1144.987060546875,381.0821838378906,1757.789306640625,1415.2010498046875,558.2987670898438,2445.537109375,1812.721435546875,2811.052001953125
4234.83935546875,3697.60205078125,1142.9991455078125,377.2032165527344,1771.2567138671875,1405.1820068359375,555.3133544921875,2449.017578125,1788.3392333984375,2797.096435546875
4265.24853515625,3703.06787109375,1126.599609375,376.1092529296875,1767.7655029296875,1413.1971435546875,554.9153442382812,2431.613525390625,1784.35888671875,2791.11572265625
4297.15380859375,3685.677490234375,1105.7274169921875,371.7329406738281,1762.7772216796875,1405.682373046875,553.3228149414062,2398.794677734375,1755.4981689453125,2772.17578125
4227.3603515625,3634.004150390625,1064.97705078125,365.5167236328125,1740.830078125,1381.1361083984375,537.9971313476562,2310.28173828125,1720.667236328125,2719.34375
4173.02392578125,3560.453369140625,1085.8492431640625,367.605224609375,1735.841796875,1373.1201171875,532.6231079101562,2348.073486328125,1730.1214599609375,2677.4775390625
4041.916259765625,3477.964599609375,1059.013671875,355.2721862792969,1680.4742431640625,1327.031982421875,518.6905517578125,2302.3251953125,1677.8741455078125,2613.680908203125
3891.864990234375,3334.8505859375,961.6104125976562,329.2633972167969,1636.0806884765625,1284.451416015625,485.4016418457031,2142.7041015625,1571.39013671875,2515.990966796875
3958.16650390625,3403.92333984375,1014.7846069335938,333.5401916503906,1669.0020751953125,1298.47802734375,504.6584167480469,2232.2109375,1611.197265625,2576.79736328125
3910.807861328125,3384.54296875,1003.3545532226562,329.4125671386719,1654.5364990234375,1276.937255859375,493.81097412109375,2187.954833984375,1567.4090576171875,2535.927734375
4071.8271484375,3443.6767578125,1095.7886962890625,349.3047180175781,1690.94921875,1333.5447998046875,517.1978759765625,2336.139404296875,1645.531005859375,2604.709228515625
4107.71826171875,3457.5908203125,1125.108642578125,358.5545959472656,1725.8656005859375,1343.0635986328125,516.20263671875,2374.92578125,1686.8306884765625,2614.67724609375
4021.477294921875,3370.132568359375,1049.5714111328125,347.5143737792969,1686.9591064453125,1297.4761962890625,496.597412109375,2258.566162109375,1630.105712890625,2554.868408203125
4104.728515625,3371.623046875,1058.0196533203125,343.43646240234375,1699.4290771484375,1322.02294921875,496.3984375,2254.091064453125,1623.139404296875,2569.820556640625
4234.83935546875,3429.265869140625,1103.2431640625,353.9294738769531,1709.405029296875,1341.0595703125,504.2604064941406,2328.182861328125,1651.502197265625,2613.680908203125
4169.0361328125,3363.67236328125,1045.595947265625,336.0763854980469,1693.443115234375,1305.9921875,491.12396240234375,2222.76318359375,1597.2646484375,2562.84228515625
