600028.SS,600036.SS,600519.SS,601211.SS,601288.SS,601318.SS,601398.SS,601857.SS,601939.SS,601988.SS
3.70139479637146,11.910634994506836,182.30662536621094,21.602558135986328,2.012298822402954,28.15810775756836,2.9215445518493652,7.885671615600586,3.818114995956421,2.6117076873779297
3.745789051055908,11.931171417236328,185.45726013183594,23.764339447021484,2.0179991722106934,27.82358169555664,2.97434401512146,8.200201988220215,3.9006052017211914,2.6290040016174316
3.9178178310394287,12.81419849395752,193.736083984375,26.139253616333008,2.1149089336395264,29.794374465942383,3.0975418090820312,8.48477554321289,4.201105117797852,2.819260597229004
3.756887197494507,12.465095520019531,193.61573791503906,26.504619598388672,2.046501636505127,28.601713180541992,3.0154097080230713,8.042936325073242,3.9617974758148193,2.7385458946228027
3.962212324142456,12.766283988952637,195.72866821289062,23.916580200195312,2.0693042278289795,28.292648315429688,3.19140625,8.746881484985352,4.115594387054443,2.8884456157684326
3.745789051055908,12.503575325012207,187.84088134765625,22.531213760375977,2.0008974075317383,27.081823348999023,3.115140676498413,8.859212875366211,3.869518995285034,2.672710657119751
4.073197841644287,13.362704277038574,191.0215606689453,24.320009231567383,2.2004172801971436,28.43808937072754,3.3967361450195312,9.742887496948242,4.177112579345703,2.9363858699798584
4.1453399658203125,14.349644660949707,183.6074676513672,21.891813278198242,2.3486313819885254,31.281538009643555,3.5227952003479004,10.154769897460938,4.595438480377197,3.230024814605713
3.729140043258667,13.071595191955566,178.1033172607422,19.699586868286133,2.240320920944214,28.16537857055664,3.357088804244995,9.233652114868164,4.207871913909912,3.3498778343200684
3.962212324142456,13.490511894226074,193.95408630371094,21.67106819152832,2.354332208633423,29.234399795532227,3.4245996475219727,9.713682174682617,4.330909729003906,3.355869770050049
4.0787482261657715,13.483410835266113,199.70643615722656,23.840457916259766,2.349561929702759,29.885269165039062,3.400049924850464,9.879727363586426,4.380123615264893,3.3139214515686035
3.9844095706939697,13.000593185424805,193.8112335205078,24.982242584228516,2.254148244857788,29.318035125732422,3.2343437671661377,9.457066535949707,4.201720237731934,3.122157335281372
3.8789730072021484,12.688180923461914,187.26942443847656,23.124940872192383,2.212404489517212,28.59079933166504,3.160696029663086,9.27592658996582,4.121746063232422,3.1341426372528076
4.056550025939941,13.121296882629395,188.93116760253906,20.81092643737793,2.2660744190216064,28.736251831054688,3.2343437671661377,10.204273223876953,4.158657550811768,3.218039035797119
3.9455647468566895,12.886987686157227,189.1793212890625,21.039283752441406,2.2422211170196533,28.532630920410156,3.2036571502685547,10.113700866699219,4.10329008102417,3.1341426372528076
3.9289162158966064,13.036093711853027,192.16604614257812,22.348529815673828,2.2422211170196533,29.256214141845703,3.197519540786743,9.940106391906738,4.09713888168335,3.0981874465942383
3.962212324142456,13.092896461486816,189.48927307128906,21.594953536987305,2.2243313789367676,29.485294342041016,3.1729705333709717,10.362771034240723,4.066379547119141,3.0921943187713623
3.9011707305908203,12.837285995483398,186.58518981933594,21.85375213623047,2.2064411640167236,29.288944244384766,3.160696029663086,10.174081802368164,4.004861354827881,3.044253349304199
