BRK-B,DIS,HD,JNJ,JPM,MA,PG,UNH,V,WMT
147.3699951171875,96.65802001953125,88.3405990600586,75.94222259521484,44.80384063720703,85.58441162109375,64.52838134765625,99.55168151855469,63.647735595703125,23.023502349853516
148.9499969482422,96.36339569091797,91.8575439453125,76.33641052246094,45.91356658935547,85.77227020263672,64.61151123046875,98.72208404541016,63.52183532714844,23.015342712402344
148.77999877929688,97.19197845458984,91.5113754272461,76.72299194335938,46.15512466430664,87.04026794433594,64.5812759399414,97.54182434082031,63.647735595703125,22.74319076538086
148.33999633789062,96.26213836669922,90.7796630859375,77.92833709716797,46.48727798461914,85.71595001220703,64.36211395263672,97.20828247070312,63.820247650146484,22.805788040161133
147.41000366210938,95.82022094726562,90.28396606445312,77.7084732055664,46.26080322265625,84.65458679199219,64.3318862915039,97.18264770507812,63.25139236450195,22.841167449951172
147.0800018310547,97.486572265625,91.36187744140625,78.24674224853516,46.6307258605957,86.42977905273438,64.54350280761719,97.84115600585938,64.87864685058594,22.84933090209961
145.92999267578125,97.91008758544922,91.3225326538086,77.57960510253906,46.781700134277344,85.44354248046875,64.35458374023438,96.5240707397461,64.18160247802734,22.688764572143555
144.9199981689453,97.19197845458984,90.2918472290039,77.0565414428711,46.90248107910156,86.13858795166016,63.742462158203125,97.34513092041016,63.820247650146484,22.473770141601562
146.05999755859375,96.69483947753906,91.1966323852539,77.716064453125,46.804351806640625,87.17178344726562,63.95405578613281,98.17473602294922,63.908809661865234,22.74319076538086
145.27999877929688,95.58085632324219,90.0479507446289,75.88912200927734,45.96640396118164,85.27449035644531,62.465354919433594,96.54118347167969,62.7921142578125,22.47649383544922
146.1300048828125,96.90658569335938,90.67736053466797,76.30609130859375,46.42689514160156,85.58441162109375,62.790306091308594,98.26879119873047,63.277034759521484,22.555416107177734
143.19000244140625,94.90878295898438,89.01660919189453,75.449462890625,45.26434326171875,83.44295501708984,61.61898422241211,96.18197631835938,61.82695770263672,22.334978103637695
143.44000244140625,94.72467041015625,89.41993713378906,74.53223419189453,45.475730895996094,81.68656158447266,61.505619049072266,96.72686767578125,61.7220344543457,22.091318130493164
145.6699981689453,98.66500854492188,91.8161849975586,75.6769027709961,46.328773498535156,83.82805633544922,62.03459548950195,98.58042907714844,62.84806823730469,22.422582626342773
143.97000122070312,97.9929428100586,90.80391693115234,75.20687103271484,46.04944610595703,82.41918182373047,61.838111877441406,98.89790344238281,61.78731918334961,22.422582626342773
145.97999572753906,98.84913635253906,92.13250732421875,76.60931396484375,46.69111633300781,83.3208236694336,63.14546203613281,101.70397186279297,62.71751022338867,22.803144454956055
144.75,98.47166442871094,91.40495300292969,75.72235107421875,46.50993347167969,82.62584686279297,62.608951568603516,100.91446685791016,61.66375732421875,22.619705200195312
146.0,99.4015121459961,91.80037689208984,76.91252899169922,46.61561965942383,83.48052215576172,63.28904342651367,102.93964385986328,62.40279769897461,22.595067977905273
144.8800048828125,98.84913635253906,91.07279968261719,77.08688354492188,46.2004280090332,83.61201477050781,63.00944137573242,103.6261215209961,62.30256271362305,22.31855583190918
145.52999877929688,99.82501220703125,92.91545867919922,77.62510681152344,46.61561965942383,84.36341857910156,64.03718566894531,102.23597717285156,62.862060546875,22.789451599121094
145.55999755859375,99.63167572021484,91.7924575805664,78.06475830078125,46.15512466430664,83.90316772460938,64.12786865234375,102.15018463134766,62.5543098449707,22.80861473083496
144.2899932861328,98.60977172851562,91.85574340820312,77.2915267944336,45.641780853271484,84.05348205566406,63.41752624511719,101.36070251464844,62.572998046875,22.737430572509766
143.55999755859375,96.66722106933594,89.90235900878906,76.06350708007812,45.00011444091797,82.06226348876953,62.72980880737305,100.00489807128906,61.29541015625,22.2637939453125
143.02999877929688,96.8881607055664,88.86634826660156,75.91189575195312,44.94728469848633,82.58824920654297,62.07994842529297,99.75603485107422,61.16483688354492,22.419849395751953
143.88999938964844,97.10912322998047,90.04470825195312,76.06350708007812,44.95481872558594,81.94953918457031,62.20084762573242,101.26629638671875,61.11821746826172,22.27201271057129
145.97999572753906,97.69833374023438,90.65364074707031,76.98074340820312,46.01924514770508,82.34403991699219,62.51069259643555,103.83208465576172,61.23013687133789,22.595067977905273
144.32000732421875,96.5659408569336,89.84697723388672,76.26058959960938,45.73237991333008,81.14178466796875,61.921268463134766,101.50660705566406,60.99700164794922,22.518409729003906
143.4499969482422,97.07230377197266,89.4673843383789,75.16140747070312,45.55760192871094,81.47052001953125,62.20840072631836,100.78577423095703,60.78251266479492,22.09678077697754
143.55999755859375,97.58786010742188,90.58246612548828,75.53285217285156,45.99074935913086,81.74291229248047,62.29154968261719,100.70855712890625,60.88508987426758,22.102258682250977
143.75999450683594,97.24722290039062,90.9067153930664,75.16898345947266,45.952754974365234,82.0340805053711,62.75251770019531,101.00029754638672,60.8011589050293,22.173446655273438
143.05999755859375,97.06310272216797,90.39269256591797,75.8815689086914,46.24152755737305,82.73041534423828,62.26130676269531,100.69995880126953,61.360679626464844,22.039291381835938
143.27999877929688,97.91929626464844,91.4128646850586,75.92704772949219,46.39352035522461,84.04776763916016,62.548465728759766,101.4207763671875,62.01345443725586,22.184398651123047
143.64999389648438,98.29676055908203,90.6061782836914,76.8139877319336,46.71268844604492,83.80309295654297,62.63917541503906,101.72967529296875,61.95751190185547,22.132381439208984
143.5,98.46247100830078,91.13603973388672,77.36735534667969,46.88747024536133,83.3420181274414,62.986793518066406,102.1158447265625,61.86425018310547,22.080354690551758
143.4600067138672,98.05738830566406,90.50337982177734,76.22268676757812,47.16864776611328,83.04092407226562,63.04719543457031,102.433349609375,61.18350601196289,21.981800079345703
142.75,98.19548034667969,90.19498443603516,76.1999282836914,47.905765533447266,83.85958862304688,63.175716400146484,102.90532684326172,61.10890197753906,21.94346809387207
142.7100067138672,98.4900894165039,89.72042846679688,76.26058959960938,48.794891357421875,83.98189544677734,63.10770034790039,100.67423248291016,61.248779296875,21.831220626831055
142.10000610351562,99.52120208740234,89.6572036743164,75.64654541015625,48.490928649902344,83.48316955566406,63.10013198852539,104.34696197509766,61.22079849243164,21.694334030151367
140.6999969482422,98.22310638427734,88.65282440185547,75.48738098144531,47.753787994384766,81.798828125,62.36709976196289,101.86697387695312,60.16703796386719,21.321992874145508
142.08999633789062,99.63167572021484,89.25386810302734,75.96495056152344,48.05775833129883,82.17523193359375,62.62405014038086,101.7554702758789,60.35354232788086,21.393171310424805
141.13999938964844,99.13452911376953,89.4990005493164,76.03318786621094,47.35102844238281,82.58924102783203,62.782745361328125,102.35612487792969,60.94104766845703,21.36305809020996
141.99000549316406,99.37388610839844,89.35665130615234,76.1317138671875,47.82977294921875,85.81678009033203,62.790306091308594,101.09471893310547,63.421592712402344,21.472570419311523
142.42999267578125,100.34977722167969,90.12379455566406,76.15447235107422,47.72338104248047,85.51567840576172,61.66514587402344,101.48085021972656,63.15115737915039,21.67789649963379
142.08999633789062,100.83772277832031,89.91817474365234,76.62446594238281,47.5713996887207,85.36512756347656,61.70323944091797,101.84983825683594,62.92733383178711,21.858598709106445
141.08999633789062,101.41771697998047,88.09132385253906,76.24544525146484,47.37382507324219,84.45240020751953,61.3985481262207,99.74744415283203,62.572998046875,21.72992515563965
142.52000427246094,101.19676208496094,87.45075988769531,76.3667221069336,47.692989349365234,84.90404510498047,61.261409759521484,100.9059066772461,62.265228271484375,21.655994415283203
142.41000366210938,101.09549713134766,85.97190856933594,76.10140228271484,48.331321716308594,84.9228515625,60.82722091674805,97.4906005859375,62.796775817871094,21.321992874145508
141.2100067138672,100.09198760986328,84.60376739501953,75.19929504394531,48.072959899902344,84.88523864746094,60.5682258605957,95.59417724609375,61.59383773803711,21.368528366088867
143.36000061035156,101.7491455078125,86.63619995117188,75.90431213378906,48.338924407958984,85.86384582519531,61.16239547729492,97.1387939453125,61.332698822021484,21.519113540649414
146.14999389648438,102.21868133544922,87.03953552246094,76.07107543945312,49.18244934082031,85.7979736328125,61.20810317993164,98.30583190917969,61.1555290222168,21.67789649963379
144.55999755859375,102.01612854003906,85.45784759521484,75.42671966552734,48.93927001953125,85.42156982421875,60.99480438232422,97.28466033935547,61.509883880615234,21.390439987182617
143.77999877929688,101.01264953613281,85.65554809570312,75.17658233642578,48.57451248168945,85.2239761352539,61.24619674682617,97.38763427734375,61.23944091796875,21.393190383911133
145.30999755859375,100.58912658691406,87.0237045288086,75.54800415039062,49.015262603759766,86.61664581298828,61.09383010864258,98.47747039794922,62.08805465698242,21.49788475036621
148.30999755859375,101.37168884277344,88.94544982910156,76.92011260986328,49.76758575439453,87.99043273925781,61.67280578613281,99.26691436767578,64.78308868408203,21.635639190673828
146.1699981689453,99.98152923583984,88.4946517944336,76.5865707397461,49.7371940612793,87.05887603759766,61.14716720581055,98.48603057861328,64.36341094970703,21.517166137695312
144.7899932861328,100.57071685791016,88.98497009277344,76.16202545166016,49.66880798339844,86.93653869628906,60.90340805053711,98.37447357177734,64.05570983886719,21.754104614257812
144.25999450683594,100.52471160888672,87.93318939208984,76.22268676757812,49.790382385253906,87.05887603759766,60.71294403076172,99.42137908935547,64.13041687011719,21.53369903564453
145.77999877929688,101.20597076416016,88.52629089355469,77.1930160522461,50.19314193725586,88.30097961425781,61.37567901611328,101.71253204345703,65.3915786743164,21.68798065185547
145.25999450683594,101.54661560058594,89.64138793945312,77.5492935180664,50.063961029052734,87.71757507324219,61.741355895996094,102.3990249633789,64.9898910522461,21.83125114440918
145.8300018310547,101.57423400878906,90.4164047241211,78.39833068847656,50.47431564331055,87.58583068847656,61.505191802978516,102.80233764648438,65.3915786743164,22.018590927124023
146.5399932861328,101.7859878540039,88.84260559082031,78.80767059326172,50.92267608642578,88.26335144042969,61.573768615722656,103.44593048095703,65.5410385131836,21.057069778442383
145.94000244140625,101.45453643798828,88.65282440185547,78.5347671508789,50.51991653442383,87.73638916015625,61.307132720947266,104.03804016113281,65.18603515625,20.911052703857422
145.27000427246094,101.62947082519531,88.58165740966797,78.2064208984375,50.649112701416016,87.41642761230469,61.253807067871094,103.36870574951172,64.80303192138672,20.968914031982422
144.60000610351562,101.50979614257812,88.70030212402344,77.38938903808594,50.5123291015625,87.21886444091797,60.90340805053711,102.62213897705078,65.03656768798828,20.900033950805664
143.6300048828125,100.75487518310547,87.72754669189453,76.98467254638672,49.949974060058594,86.46607208251953,60.286376953125,101.46369934082031,64.02767944335938,20.635543823242188
144.75,101.61105346679688,88.70030212402344,77.22138977050781,50.5123291015625,87.12474822998047,60.476802825927734,102.50200653076172,64.91512298583984,20.71544075012207
144.74000549316406,101.75835418701172,88.7239761352539,77.23667907714844,50.30713653564453,87.3411636352539,60.43108367919922,102.64788818359375,64.98052215576172,20.6190128326416
143.0,101.61105346679688,88.11504364013672,76.4654541015625,49.987979888916016,86.81422424316406,59.71503448486328,103.1541748046875,64.15846252441406,20.461973190307617
143.35000610351562,102.15422821044922,88.31278228759766,76.38910675048828,50.2159538269043,87.09651184082031,60.065460205078125,102.85382080078125,64.56013488769531,20.58870506286621
143.02999877929688,101.96089172363281,88.71823120117188,76.34329223632812,50.17033767700195,87.67048645019531,59.82929611206055,101.043212890625,64.49474334716797,20.533605575561523
143.19000244140625,102.34757995605469,89.9664535522461,76.42727661132812,50.68709945678711,87.98103332519531,59.844547271728516,101.55809783935547,64.41068267822266,20.632789611816406
141.3699951171875,101.54661560058594,88.61487579345703,75.77059936523438,50.405941009521484,87.10592651367188,59.5322151184082,100.09927368164062,63.71939468383789,20.428909301757812
140.75999450683594,101.54661560058594,87.74828338623047,75.28189849853516,51.2342529296875,87.15294647216797,58.98373794555664,99.99632263183594,63.86888122558594,20.12860679626465
139.52000427246094,100.61676025390625,87.39848327636719,74.80081939697266,50.83150100708008,86.4754867553711,59.197025299072266,100.32240295410156,63.22431182861328,20.00463104248047
139.6300048828125,99.90786743164062,87.08045959472656,74.99172973632812,51.05186462402344,86.6542739868164,60.10354995727539,100.39104461669922,63.47652053833008,19.9660587310791
140.86000061035156,101.27042388916016,88.23326873779297,75.50333404541016,51.872581481933594,88.61148834228516,60.591068267822266,101.72967529296875,65.0459213256836,20.092792510986328
141.36000061035156,101.84122467041016,88.47972106933594,75.77821350097656,52.07017135620117,88.9220199584961,60.49205017089844,102.82411193847656,65.05524444580078,20.09554672241211
140.2899932861328,101.22438049316406,87.93115234375,75.09862518310547,51.864994049072266,88.23511505126953,60.080684661865234,101.3849868774414,64.76564025878906,19.95503807067871
139.39999389648438,101.43612670898438,87.46208953857422,74.44194793701172,51.66741180419922,87.7928237915039,59.50936508178711,102.53112030029297,64.05572509765625,19.817283630371094
139.7100067138672,102.24628448486328,87.63699340820312,75.10626983642578,51.95616912841797,88.5926513671875,60.25589370727539,104.7458267211914,64.46674346923828,19.933000564575195
139.97000122070312,102.64216613769531,87.82779693603516,75.38880157470703,51.7813835144043,88.8749771118164,61.002445220947266,103.18608093261719,64.2238540649414,20.037689208984375
142.6699981689453,104.23489379882812,88.92494201660156,76.63345336914062,52.26774597167969,90.38050079345703,61.56613540649414,104.17706298828125,64.9244613647461,20.1065673828125
140.9600067138672,103.6824951171875,89.38606262207031,76.25162506103516,51.735816955566406,89.21370697021484,61.35284423828125,103.69451141357422,64.16780090332031,20.040449142456055
141.52999877929688,104.52027130126953,89.89488220214844,76.42727661132812,52.40452575683594,89.78771209716797,61.28427505493164,103.62556457519531,64.54147338867188,20.05422019958496
141.3300018310547,105.3304443359375,89.98233795166016,76.1905746459961,53.00487518310547,90.05117797851562,60.7815055847168,105.77129364013672,64.84974670410156,19.993608474731445
140.08999633789062,104.7412338256836,89.32247924804688,75.8469467163086,52.45013427734375,89.87239074707031,60.5682258605957,102.69485473632812,64.3266372680664,19.94126319885254
139.4499969482422,105.36726379394531,89.23502349853516,75.68660736083984,52.16896438598633,88.88435363769531,60.476802825927734,105.41800689697266,64.10243225097656,19.797998428344727
139.77999877929688,105.8644027709961,89.52123260498047,76.08364868164062,52.39693069458008,88.93142700195312,60.4387321472168,106.21080017089844,64.2238540649414,19.8696346282959
136.50999450683594,104.07837677001953,87.88346099853516,74.58702850341797,51.06705856323242,87.05887603759766,59.66170883178711,104.43560028076172,62.32750701904297,19.67677116394043
136.11000061035156,105.08185577392578,88.35250854492188,74.41903686523438,51.49263000488281,87.96220397949219,59.60075759887695,105.13361358642578,62.72917938232422,19.541776657104492
137.52000427246094,106.6097640991211,89.09986877441406,75.19026184082031,52.06629943847656,88.9220199584961,60.728179931640625,106.32281494140625,63.383087158203125,19.803504943847656
137.38999938964844,106.46160125732422,88.63873291015625,75.16736602783203,51.645591735839844,88.67736053466797,60.8881721496582,104.96988677978516,63.7474365234375,19.797998428344727
136.88999938964844,107.1375732421875,88.50359344482422,74.98409271240234,51.500282287597656,88.9408187866211,60.97957992553711,105.271484375,63.63533020019531,19.982587814331055
138.44000244140625,108.4339599609375,89.36221313476562,75.53386688232422,51.094879150390625,88.49781799316406,62.2517204284668,104.01333618164062,63.30837631225586,20.329736709594727
136.89999389648438,106.66532897949219,88.2491455078125,74.65574645996094,50.046974182128906,87.17822265625,61.695640563964844,102.35879516601562,62.336830139160156,20.12860679626465
138.25,107.04497528076172,88.5512924194336,75.13681030273438,50.567100524902344,87.69666290283203,61.44425964355469,102.84133911132812,62.63576126098633,20.051469802856445
139.72999572753906,107.82281494140625,89.91873168945312,75.9996566772461,51.28609085083008,89.1858901977539,61.66514587402344,105.26287841796875,63.91558074951172,20.145139694213867
141.38999938964844,109.31366729736328,91.34981536865234,76.56471252441406,52.08158874511719,90.015380859375,62.39645767211914,105.52140045166016,64.94317626953125,20.354528427124023
141.1199951171875,109.12846374511719,91.71553039550781,76.1905746459961,52.80824279785156,89.79853820800781,62.49549865722656,107.71887969970703,65.48497772216797,20.329736709594727
142.61000061035156,109.54517364501953,91.89044952392578,76.67926788330078,52.92298126220703,89.77970123291016,62.57929611206055,108.4599609375,65.41021728515625,20.291156768798828
143.9199981689453,110.2581787109375,91.21465301513672,77.20610809326172,53.20597457885742,90.31698608398438,62.69356155395508,107.65856170654297,65.92402648925781,20.340747833251953
143.8800048828125,110.06372833251953,91.00792694091797,76.41961669921875,52.938270568847656,90.56204223632812,62.64784622192383,106.72787475585938,66.21360778808594,20.21952247619629
144.50999450683594,110.73043823242188,90.16520690917969,76.64108276367188,52.97651290893555,91.6742935180664,62.60976028442383,105.69375610351562,67.91380310058594,20.13962745666504
143.60000610351562,110.48041534423828,90.52295684814453,76.6181640625,52.85411834716797,91.15585327148438,62.183162689208984,104.15120697021484,67.278564453125,20.040449142456055
143.52000427246094,110.49893188476562,91.34981536865234,76.4959945678711,53.60373306274414,91.31612396240234,62.07796096801758,103.93579864501953,67.23188018798828,20.156156539916992
142.17999267578125,110.00816345214844,91.10334777832031,76.51126861572266,53.267173767089844,89.69488525390625,61.97810363769531,102.8327407836914,67.02635192871094,19.977079391479492
141.25,110.1100082397461,90.30831146240234,75.70948791503906,52.708805084228516,90.32638549804688,61.663204193115234,101.63489532470703,69.87557983398438,19.72085952758789
140.72000122070312,109.49887084960938,89.89488220214844,75.045166015625,52.020408630371094,88.96910858154297,61.417476654052734,101.58321380615234,68.9974365234375,19.66576385498047
143.22000122070312,109.69330596923828,91.30211639404297,75.61021423339844,52.05099105834961,89.69488525390625,61.61713790893555,104.71997833251953,69.81951141357422,19.864120483398438
142.9199981689453,110.97118377685547,92.51851654052734,76.15240478515625,52.73176574707031,91.17472076416016,61.916664123535156,104.71997833251953,71.0058822631836,19.899940490722656
142.85000610351562,111.14714050292969,92.59007263183594,76.23637390136719,52.80824279785156,92.75822448730469,59.43600845336914,103.89270782470703,71.35152435302734,19.880659103393555
142.74000549316406,111.11934661865234,93.04322052001953,76.51890563964844,52.41815185546875,91.80622100830078,58.90606689453125,104.61656188964844,70.37998962402344,19.831056594848633
142.3300018310547,112.15646362304688,92.93193054199219,76.37382507324219,52.41815185546875,91.84394073486328,58.67567825317383,104.17706298828125,70.78167724609375,19.886159896850586
142.67999267578125,112.68428039550781,93.44078063964844,76.20582580566406,52.36460494995117,91.71197509765625,58.29936981201172,104.13398742675781,70.31459045410156,19.905445098876953
143.5,102.35017395019531,93.81444549560547,76.75557708740234,52.571128845214844,92.62628173828125,58.19181823730469,106.7881851196289,70.04370880126953,20.3908748626709
143.35000610351562,100.51671600341797,92.66960144042969,75.6484146118164,52.203983306884766,91.57999420166016,58.16880798339844,105.16808319091797,68.73587799072266,20.1911563873291
143.5500030517578,101.25751495361328,92.96373748779297,75.48042297363281,52.05099105834961,92.15497589111328,57.969112396240234,104.97846984863281,69.32438659667969,19.76397705078125
143.4199981689453,102.78540802001953,93.49640655517578,76.19819641113281,52.693511962890625,92.44718933105469,58.66032409667969,105.5472640991211,69.48318481445312,19.827777862548828
142.8000030517578,100.00741577148438,93.56797790527344,75.60259246826172,52.188682556152344,91.61774444580078,58.53742980957031,105.35765838623047,68.53035736083984,19.95260238647461
141.60000610351562,99.07215881347656,93.56797790527344,75.37351989746094,51.43142318725586,91.46693420410156,58.667999267578125,104.44420623779297,68.81106567382812,20.13290786743164
141.9499969482422,99.56293487548828,94.62535095214844,75.19792175292969,51.668556213378906,91.64600372314453,58.199527740478516,103.85822296142578,69.17599487304688,20.00253677368164
142.57000732421875,99.22957611083984,95.20574951171875,75.44985961914062,51.928619384765625,92.26808166503906,58.0766487121582,104.28913879394531,69.44732666015625,20.077428817749023
142.32000732421875,100.9797134399414,95.16598510742188,76.25927734375,52.06629943847656,92.23983001708984,58.00750732421875,106.70201110839844,69.6251449584961,19.947052001953125
141.36000061035156,99.02587127685547,97.63059997558594,75.87748718261719,52.17338943481445,91.99473571777344,57.70029067993164,108.14974975585938,69.68126678466797,19.272998809814453
140.47000122070312,98.57211303710938,97.59881591796875,75.8316650390625,51.706787109375,91.05219268798828,56.92462921142578,106.18494415283203,69.61576843261719,19.02057647705078
138.38999938964844,92.61797332763672,95.83382415771484,75.43461608886719,50.437076568603516,89.12933349609375,56.763336181640625,103.22915649414062,69.1947021484375,18.98173713684082
134.22000122070312,91.52529907226562,92.35155487060547,73.52642822265625,48.647216796875,85.4721908569336,55.173583984375,100.20439147949219,66.61217498779297,18.457475662231445
129.57000732421875,88.30284881591797,89.4735336303711,71.41819763183594,46.08482360839844,82.78585815429688,53.09996032714844,95.16316223144531,63.96415710449219,17.739038467407227
127.73999786376953,88.79361724853516,88.22532653808594,69.81010437011719,45.82475280761719,81.83386993408203,52.5469856262207,94.7753677368164,62.663543701171875,17.503257751464844
132.61000061035156,91.88645935058594,92.16870880126953,73.18020629882812,48.11943817138672,86.44303131103516,54.45165252685547,97.7742691040039,66.14432525634766,17.983144760131836
136.22999572753906,94.6088638305664,93.54410552978516,74.03425598144531,49.32032775878906,88.64863586425781,54.897098541259766,101.48841094970703,67.74437713623047,18.329872131347656
135.74000549316406,94.89591979980469,93.43279266357422,73.2263412475586,49.0526123046875,88.67689514160156,54.689735412597656,101.06614685058594,67.80050659179688,18.013654708862305
134.0399932861328,94.34032440185547,92.59007263183594,72.31074523925781,49.029666900634766,87.06513214111328,54.27499008178711,99.70458221435547,66.71509552001953,17.955400466918945
130.41000366210938,92.1457290649414,90.35261535644531,70.8565444946289,47.002708435058594,83.935791015625,52.91564178466797,97.0589828491211,64.52555847167969,17.702972412109375
132.22000122070312,94.34959411621094,93.07749938964844,71.82598114013672,47.8593864440918,85.23654174804688,53.614524841308594,98.43783569335938,65.14314270019531,17.874963760375977
132.14999389648438,94.44219207763672,93.17337799072266,71.27970886230469,47.94351577758789,86.38645935058594,53.706687927246094,98.2309799194336,65.87297821044922,17.991466522216797
129.63999938964844,93.4976806640625,91.43140411376953,70.25636291503906,47.040950775146484,85.3307876586914,52.80811309814453,96.82633209228516,64.71273040771484,17.722394943237305
132.89999389648438,96.31269836425781,93.03756713867188,72.27996826171875,48.310665130615234,87.56466674804688,53.745094299316406,100.04065704345703,65.9946060180664,18.413087844848633
130.58999633789062,94.36811828613281,91.07182312011719,70.95654296875,47.56106948852539,84.80297088623047,52.59307098388672,99.59928131103516,65.12438201904297,18.063581466674805
130.66000366210938,95.0070571899414,91.48733520507812,71.34126281738281,47.92822265625,84.52960968017578,52.470176696777344,101.06195831298828,65.71391296386719,17.78619384765625
131.3699951171875,96.7479248046875,92.24646759033203,71.50285339355469,47.85173416137695,86.10369873046875,52.5469856262207,102.73230743408203,66.20982360839844,17.933210372924805
