AAPL,AMZN,CSCO,GOOG,GOOGL,META,MSFT,NVDA,PEP,TSLA
24.320430755615234,15.425999641418457,20.055145263671875,26.045289993286133,26.35151481628418,78.08200073242188,40.07212829589844,0.483099102973938,69.97862243652344,14.620667457580566
23.635282516479492,15.10949993133545,19.655635833740234,25.502361297607422,25.849414825439453,76.82791137695312,39.70362854003906,0.47493937611579895,69.45252990722656,14.005999565124512
23.63750648498535,14.76449966430664,19.648380279541016,24.911291122436523,25.21146583557129,75.79280090332031,39.120906829833984,0.4605399966239929,68.92640686035156,14.085332870483398
23.968957901000977,14.920999526977539,19.829967498779297,24.868610382080078,25.137319564819336,75.79280090332031,39.61793899536133,0.4593401551246643,70.94189453125,14.063332557678223
24.88990020751953,15.02299976348877,19.98250389099121,24.947021484375,25.224903106689453,77.81326293945312,40.783424377441406,0.47661927342414856,72.23124694824219,14.041333198547363
24.916597366333008,14.846500396728516,20.185890197753906,24.623945236206055,24.916873931884766,77.37532043457031,40.440635681152344,0.47853922843933105,71.74217224121094,13.77733325958252
24.30263328552246,14.570500373840332,20.374746322631836,24.444292068481445,24.7347469329834,76.36011505126953,39.93501281738281,0.4725395441055298,71.44577026367188,13.480667114257812
24.518415451049805,14.737000465393066,20.411073684692383,24.624441146850586,24.970617294311523,76.09137725830078,39.729347229003906,0.47181957960128784,71.39391326904297,13.616666793823242
24.424976348876953,14.66349983215332,20.280315399169922,24.857196807861328,25.17613410949707,75.92217254638672,39.386558532714844,0.4737394452095032,71.63101196289062,12.845999717712402
23.762083053588867,14.34749984741211,19.909870147705078,24.902854919433594,25.080591201782227,73.70264434814453,38.97520446777344,0.4703797698020935,71.63101196289062,12.791333198547363
23.57744789123535,14.536999702453613,20.10599136352539,25.21501350402832,25.40155792236328,74.82733917236328,39.62651443481445,0.47901928424835205,72.09041595458984,12.871333122253418
24.184738159179688,14.472000122070312,20.389280319213867,25.15645408630371,25.375682830810547,75.88235473632812,39.75505447387695,0.4804593026638031,72.25343322753906,12.795332908630371
24.369373321533203,14.862500190734863,20.22220230102539,25.70931053161621,25.895694732666016,76.38002014160156,39.352272033691406,0.4871789515018463,72.17193603515625,13.104666709899902
25.003345489501953,15.515999794006348,20.70161247253418,26.52072525024414,26.73716926574707,77.28575134277344,40.38921356201172,0.49557846784591675,73.28340148925781,13.441332817077637
25.132373809814453,15.619500160217285,20.490968704223633,26.796659469604492,26.968564987182617,77.46490478515625,40.432064056396484,0.4970184564590454,73.00924682617188,13.419333457946777
25.15906524658203,15.482999801635742,20.316633224487305,26.56142234802246,26.708311080932617,77.1364517211914,40.286373138427734,0.4948587119579315,73.12783813476562,13.770000457763672
24.278167724609375,15.337499618530273,19.53942108154297,25.73859214782715,25.935503005981445,75.42453002929688,36.55854415893555,0.4710996150970459,71.6680908203125,13.732000350952148
25.650678634643555,15.195500373840332,19.47404670715332,25.310298919677734,25.499588012695312,75.88235473632812,35.29877471923828,0.46341997385025024,70.92709350585938,13.291333198547363
26.44927406311035,15.58899974822998,19.77185821533203,25.343055725097656,25.539400100708008,77.63410949707031,36.001502990722656,0.4746994972229004,71.15679168701172,13.680000305175781
26.062213897705078,17.726499557495117,19.15443992614746,26.527179718017578,26.74961280822754,75.55391693115234,34.62177276611328,0.4607800245285034,69.48957824707031,13.573332786560059
26.389217376708984,18.223499298095703,19.488571166992188,26.227428436279297,26.48338508605957,74.63822937011719,35.375919342041016,0.4708595871925354,70.63811492919922,14.062666893005371
26.39366340637207,18.177499771118164,19.699220657348633,26.26514434814453,26.538124084472656,75.04631042480469,35.65013122558594,0.4826190173625946,71.28275299072266,14.557332992553711
26.596088409423828,18.237499237060547,19.386882781982422,25.943553924560547,26.17983627319336,75.27523040771484,35.8558235168457,0.4838191270828247,71.57913208007812,14.569999694824219
26.78592300415039,18.694499969482422,19.800918579101562,26.182762145996094,26.365447998046875,75.25532531738281,36.37857437133789,0.4917386472225189,71.5865707397461,14.732666969299316
26.56035614013672,18.714000701904297,19.786388397216797,26.352489471435547,26.566984176635742,74.12067413330078,36.344295501708984,0.48957881331443787,71.66063690185547,14.490667343139648
26.736787796020508,18.527999877929688,19.699220657348633,26.195167541503906,26.33807945251465,74.09081268310547,36.30144119262695,0.48909875750541687,71.1123275756836,14.498666763305664
27.25043487548828,18.649999618530273,19.967981338500977,26.64727783203125,26.87948989868164,74.83729553222656,36.507110595703125,0.5027782320976257,72.60910034179688,14.419333457946777
