ALV.DE,BAS.DE,BMW.DE,DBK.DE,DTE.DE,MBG.DE,RWE.DE,SAP.DE,SIE.DE,VOW3.DE
83.99264526367188,41.789546966552734,52.233280181884766,19.46599578857422,9.205361366271973,32.05159378051758,19.309635162353516,49.89543151855469,58.702693939208984,101.97743225097656
81.9343032836914,40.00259017944336,50.494346618652344,18.672094345092773,8.922601699829102,30.84878158569336,18.433631896972656,48.2510986328125,56.930843353271484,98.51296997070312
82.0264663696289,39.99059295654297,50.93947219848633,18.433151245117188,8.817877769470215,31.053916931152344,18.275728225708008,47.1634407043457,56.88075256347656,99.12763214111328
82.79450225830078,40.25444030761719,51.21247100830078,18.533355712890625,9.069217681884766,31.296337127685547,18.12533950805664,46.99215316772461,57.243896484375,99.7422866821289
84.9757308959961,41.897483825683594,53.05229949951172,18.872493743896484,9.516045570373535,32.6669807434082,18.51634407043457,48.01985549926758,59.11591720581055,102.73177337646484
83.47037506103516,40.84810256958008,52.32229995727539,18.429296493530273,9.264705657958984,32.36395263671875,17.835845947265625,46.70096206665039,57.90755081176758,101.08336639404297
83.93119812011719,41.2618522644043,52.61311721801758,18.429296493530273,9.498591423034668,33.100555419921875,17.369646072387695,48.85915756225586,58.50235366821289,101.55833435058594
85.62088012695312,42.59307098388672,53.788230895996094,19.01508903503418,9.673133850097656,33.69263458251953,17.125272750854492,49.22742462158203,58.75904846191406,103.8213882446289
84.72994232177734,42.16732406616211,52.690269470214844,18.64511489868164,9.596334457397461,33.24041748046875,16.617713928222656,48.3624267578125,58.064083099365234,102.56412506103516
86.41963958740234,43.14474868774414,54.04936981201172,19.076751708984375,9.7150239944458,34.000328063964844,16.926008224487305,49.50148391723633,59.259925842285156,104.2125473022461
87.55634307861328,43.57649612426758,55.54496383666992,19.04206657409668,9.809277534484863,34.676326751708984,17.670421600341797,49.30450439453125,59.77332305908203,107.17408752441406
87.34126281738281,43.99024963378906,55.91887283325195,19.307987213134766,9.910510063171387,34.83949661254883,17.685461044311523,49.25312042236328,60.68741226196289,107.64904022216797
87.55634307861328,44.422000885009766,56.22747802734375,19.519947052001953,9.980329513549805,34.932735443115234,17.726818084716797,46.99215316772461,60.98794937133789,107.87255859375
88.04788208007812,44.685848236083984,56.334312438964844,19.73576545715332,10.01872730255127,34.92807388305664,17.531312942504883,47.283329010009766,61.75178527832031,108.71072387695312
89.03096771240234,45.38144302368164,58.18601608276367,20.263750076293945,10.214216232299805,36.023658752441406,17.835845947265625,48.07124710083008,62.13996505737305,110.69439697265625
90.78209686279297,46.071044921875,61.01103973388672,20.136573791503906,10.399230003356934,37.13788986206055,17.94487762451172,49.235984802246094,63.235626220703125,113.87944030761719
91.36579895019531,46.57474899291992,62.46510314941406,20.236774444580078,10.591225624084473,37.78591537475586,17.96367645263672,49.89543151855469,64.42522430419922,114.6896743774414
90.19839477539062,46.29290771484375,60.53624725341797,19.550779342651367,10.47253704071045,36.65769577026367,17.8772029876709,49.330196380615234,62.50308609008789,112.84568786621094
90.78209686279297,47.11442565917969,61.18909454345703,19.385061264038086,10.636608123779297,37.25444412231445,18.24188995361328,49.08183288574219,61.75614547729492,114.10294342041016
91.05859375,47.46822738647461,61.10005569458008,19.882213592529297,10.814640045166016,37.431602478027344,18.471227645874023,49.492916107177734,60.833248138427734,114.07501220703125
